Price,Year,Mileage_in_KM,Transmission,City,Fuel_Type,Title
5400000,2026,0,Automatic,Mercedes,Gas,Mercedes E 200 AMG 2026
1200000,2016,53000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Maserati Quattroporte 2016
730000,2015,63999,Automatic,"6 October, Giza",Gas,Hyundai Elantra MD 2015
1540000,2023,17000,Automatic,Sharqia,Gas,Hyundai Tucson 2023
2300000,2018,85000,Automatic,"Tagamo3 - New Cairo, Cairo",Diesel,Mercedes E 180 2018
720000,2018,195000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Kia Cerato 2018
1250000,2024,3000,Automatic,"Maadi, Cairo",Gas,Kia K3 2024
1050000,2015,195000,Automatic,"Tanta, Gharbia",Gas,BMW 316 2015
1625000,2016,250000,Automatic,"Maadi, Cairo",Gas,Toyota Fortuner 2016
630000,2015,74000,Automatic,Cairo,Diesel,Mitsubishi Lancer EX Shark 2015
2350000,2021,40000,Automatic,"Maadi, Cairo",Gas,Toyota Fortuner 2021
420000,2010,169000,Automatic,"Bilbeis, Sharqia",Gas,Chevrolet Optra 2010
595000,2018,150000,Automatic,"Maadi, Cairo",Gas,Nissan Sentra 2018
320000,2013,320000,Manual,Cairo,Gas,Nissan Sunny 2013
520000,2008,165000,Automatic,Cairo,Gas,Nissan XTrail 2008
400000,2012,120000,Automatic,"El Haram, Giza",Gas,Proton Gen 2 2012
8750000,2023,26000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Land Rover Range Rover Sport 2023
780000,2021,94000,Automatic,"6 October, Giza",Gas,Renault Duster 2021
1650000,2015,220000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes E 200 2015
1650000,2023,50000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Skoda Superb 2023
3900000,2026,0,Automatic,Mercedes,Gas,Mercedes C 180 2026
545000,2010,160000,Automatic,"Heliopolis, Cairo",Gas,Kia Carens 2010
580000,2018,160000,Automatic,"Heliopolis, Cairo",Gas,Renault Duster 2018
650000,2016,128000,Automatic,"Heliopolis, Cairo",Gas,Kia Rio 2016
1080000,2017,0,Automatic,Hyundai,Gas,Hyundai Elantra 2017
700000,2012,180000,Automatic,"Madinaty, Cairo",Gas,Volkswagen Passat 2012
220000,2008,0,Manual,"Banha, Qalyubia",Diesel,Daewoo Lanos 2 2008
750000,2024,36500,Automatic,Sharm el-Sheikh,Natural Gas,Geely GX3 Pro 2024
275000,2010,290000,Manual,"Tanta, Gharbia",Natural Gas,Chevrolet Lanos 2010
870000,2024,45000,Automatic,"New Administrative Capital, Cairo",Gas,Chery Tiggo 7 2024
725000,2017,122000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Nissan Qashqai 2017
270000,1993,140000,Automatic,"Zagazig, Sharqia",Gas,Toyota Corona 1993
1350000,2022,158000,Automatic,"Nasr city, Cairo",Diesel,Opel Grandland 2022
1975000,2025,0,Automatic,BMW,Electric,BMW IX1 2025
770000,2024,3000,Manual,"Masr Al Jadidah, Cairo",Gas,Fiat Tipo 2024
435000,2019,40000,Manual,El Behiera,Gas,Chevrolet Lanos 2019
190000,2003,200000,Manual,"6 October, Giza",Gas,Fiat Punto 2003
250000,2000,350000,Manual,"10th of Ramadan, Cairo",Diesel,Toyota Echo 2000
1200000,2020,112000,Automatic,Alexandria,Diesel,Audi Q2 2020
530000,2022,61000,Manual,Cairo,Gas,Chery Arrizo 5 2022
1530000,2019,73000,Automatic,"6 October, Giza",Gas,BMW X1 2019
500000,2021,200000,Automatic,El Mansoura,Gas,Renault Logan 2021
1000000,2025,13000,Automatic,"Al Shorouk, Cairo",Gas,Hyundai Elantra AD 2025
1450000,2020,103000,Automatic,"El Mahalla El Kubra, Gharbia",Gas,Skoda Kodiaq 2020
285000,2007,244998,Manual,Cairo,Gas,Daewoo Lanos 2007
325000,2002,297000,Automatic,"Al Shorouk, Cairo",Diesel,Nissan Sunny 2002
755000,2021,22500,Automatic,"Maadi, Cairo",Natural Gas,Nissan Sentra 2021
675000,2014,168000,Automatic,Alexandria,Gas,Opel Insignia 2014
550000,2016,130000,Automatic,"Al Agouzah, Giza",Gas,Renault Fluence 2016
155000,1992,58585858,Manual,"Abu Hummus, Beheira",Gas,Opel Vectra 1992
250000,2010,72000,Manual,"Tagamo3 - New Cairo, Cairo",Gas,Chevrolet Spark 2010
520000,2021,55000,Automatic,Giza,Gas,Chery Arrizo 5 2021
620000,2018,60000,Automatic,El Beheira,Gas,DFSK EAGLE 580 2018
215000,1995,260000,Manual,"Nasr city, Cairo",Gas,Volkswagen Polo 1995
1680000,2026,0,Automatic,Volkswagen,Gas,Volkswagen T-Roc 2026
1550000,2025,0,Automatic,Toyota,Electric,Toyota BZ3 2025
1265000,2026,0,Automatic,Seat,Gas,Seat Arona 2026
2990000,2024,0,Automatic,Mercedes,Gas,Mercedes C 200 2024
2800000,2021,50000,Automatic,"Heliopolis, Cairo",Gas,BMW 520 2021
4100000,2026,0,Automatic,Mercedes,Gas,Mercedes C 200 2026
5450000,2026,0,Automatic,Mercedes,Gas,Mercedes GLC 300 2026
3900000,2025,0,Manual,Toyota,Gas,Toyota Hiace 2025
2460000,2025,0,Automatic,Peugeot,Gas,Peugeot 3008 2025
2600000,2025,0,Automatic,Audi,Gas,Audi Q3 2025
550000,2019,73000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Renault Sandero Step Way 2019
400000,2002,0,Automatic,El Faiyum,Diesel,Volkswagen Bora 2002
550000,2011,225000,Automatic,Alexandria,Gas,Kia Forte 2011
960000,2022,87000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Renault Kadjar 2022
220000,1999,530000,Manual,"Al Shorouk, Cairo",Gas,Daewoo Lanos 1999
185000,2000,185000,Manual,"Zagazig, Sharqia",Diesel,Fiat Siena 2000
345000,2010,209999,Automatic,South Sinai,Gas,Proton Gen 2 2010
250000,1983,0,Manual,Cairo,Gas,Mercedes 200 1983
200000,2001,200000,Manual,"Sheikh Zayed City, Giza",Gas,Kia Rio 2001
885555555,2009,5555,Manual,"Abu Rudeis, South Sinai",Diesel,Ferrari Roma 2009
595000,2017,146999,Automatic,"Manil Shihah, Giza",Gas,Hyundai Elantra HD 2017
250000,1993,300000,Automatic,"El Salam City, Cairo",Gas,Honda Civic 1993
1100000,2019,200000,Automatic,"Mokattam, Cairo",Gas,Honda CRV 2019
350000,2002,200000,Automatic,Asyut,Gas,Opel Vectra 2002
950000,2019,275000,Automatic,"Mokattam, Cairo",Gas,Peugeot 5008 2019
355000,2006,200000,Automatic,Cairo,Gas,Toyota Yaris 2006
670000,2024,38000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Renault Taliant 2024
1950000,2024,0,Automatic,Audi,Gas,Audi Q2 2024
145000,1993,199999,Manual,"El Shorouk, Cairo",Gas,Peugeot 205 1993
850000,2022,75000,Automatic,"El Mahalla, Gharbia",Gas,Nissan Juke 2022
70000,1992,0,Manual,Lada,Diesel,Lada 2107 1992
280000,2009,192000,Manual,"Mansoura, Dakahlia",Gas,Chevrolet Lanos 2009
430000,2016,310000,Automatic,Damietta,Gas,Fiat Punto 2016
510000,2019,110,Automatic,Ismailia,Gas,Nissan Sunny 2019
650000,2019,85000,Automatic,Alexandria,Diesel,Opel Astra 2019
950000,2018,240000,Automatic,"Degla, Maadi, Cairo",Natural Gas,Seat Ateca 2018
620000,2017,200000,Automatic,"El Shorouk, Cairo",Gas,Hyundai I30 2017
249000,2011,120000,Manual,"Shebeen El Kom, Menofia",Gas,Chevrolet Aveo 2011
1250000,2011,160000,Automatic,"Zagazig, Sharqia",Gas,Mercedes 180 2011
750000,2021,110000,Automatic,Giza,Gas,MG ZS 2021
1600000,2025,0,Automatic,Toyota,Gas,Toyota Corolla 2025
980000,2025,0,Automatic,Suzuki,Gas,Suzuki Baleno 2025
2100000,2026,0,Automatic,Opel,Gas,Opel Grandland 2026
1860000,2025,0,Automatic,Jetour,Gas,Jetour T2 2025
1600000,2025,0,Manual,Isuzu,Diesel,Isuzu D max 2025
1975000,2026,0,Manual,Isuzu,Diesel,Isuzu Other 2026
900000,2026,0,Automatic,Nissan,Gas,Nissan Sentra 2026
1620000,2022,100000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Skoda Octavia 2022
770000,2026,0,Automatic,Chevrolet,Gas,Chevrolet Optra 2026
2150000,2020,130000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes C 180 2020
520000,2015,204000,Automatic,Cairo,Gas,Hyundai Accent RB 2015
5500000,2026,0,Automatic,Mercedes,Gas,Mercedes E 200 2026
250000,2013,0,Manual,Cairo,Gas,Byd F3 2013
625000,2018,115000,Automatic,Cairo,Gas,Renault Duster 2018
450000,2010,150000,Automatic,"Pyramids Gardens, Giza",Gas,Chevrolet Optra 2010
140000,1997,207000,Manual,"Waboor Elmayah, Alexandria",Gas,Skoda Felicia 1997
850000,2021,39000,Automatic,Cairo,Gas,Chery Tiggo 7 2021
295000,2017,122000,Manual,Monufia,Gas,Speranza Envy 2017
370000,2008,275000,Manual,"Shobra, Cairo",Gas,Hyundai Getz 2008
199000,2011,5000,Manual,Cairo,Natural Gas,Byd F3 2011
210000,1999,300000,Manual,"Mansoura, Dakahlia",Gas,Daewoo Nubira 2 1999
650000,2012,650000,Automatic,Dakahlia,Gas,Kia Forte 2012
600000,2013,230000,Automatic,"Ain Shams, Cairo",Gas,Nissan Qashqai 2013
790000,2013,135000,Automatic,"Amreya, Alexandria",Gas,Toyota Corolla 2013
590000,2019,98000,Automatic,"6 October, Giza",Gas,Nissan Sentra 2019
1200000,2017,95,Automatic,Faiyum,Gas,Kia Sportage 2017
25,2020,6000,Automatic,Giza,Gas,Other Other 2020
850000,2010,160000,Automatic,"Tanta, Gharbia",Gas,Volkswagen Passat 2010
260000,2010,188000,Manual,"Tagamo3 - New Cairo, Cairo",Gas,Renault Logan 2010
1250000,2018,101450,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Peugeot 3008 2018
750000,2022,81000,Automatic,"Heliopolis, Cairo",Gas,Citroën C Elysee 2022
610000,2023,82500,Automatic,Cairo,Gas,Nissan Sunny 2023
269999,2010,158000,Manual,Giza,Gas,Renault Logan 2010
520000,2015,154000,Automatic,Alexandria,Gas,Skoda Rapid 2015
86000,1982,200000,Manual,"10th of Ramadan, Cairo",Gas,Mazda 323 1982
630000,2020,69000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Chery Tiggo 3 2020
510000,2022,147000,Automatic,Cairo,Gas,Chevrolet Optra 2022
530000,2012,178000,Automatic,"Mohandessin, Giza",Gas,Citroën C4 Picasso 2012
1125000,2018,14000,Automatic,"Pyramids Gardens, Giza",Gas,Hyundai Tucson 2018
260000,2008,260000,Automatic,Cairo,Gas,Brilliance Galena 2008
2200000,2025,0,Automatic,Nissan,Gas,Nissan XTrail 2025
695000,2026,0,Automatic,Nissan,Gas,Nissan Sunny 2026
1370000,2026,0,Automatic,Opel,Gas,Opel Mokka 2026
2450000,2026,0,Automatic,Peugeot,Gas,Peugeot 5008 2026
5100000,2025,0,Automatic,Audi,Gas,Audi Q7 2025
5350000,2026,0,Manual,Toyota,Diesel,Toyota Coaster 2026
1590000,2025,0,Automatic,MG,Gas,MG One 2025
2160000,2025,0,Manual,Toyota,Diesel,Toyota Hilux 2025
680000,2025,0,Manual,JMC,Diesel,JMC New Boarding 2025
1850000,2025,0,Automatic,Jetour,Gas,Jetour T2 2025
990000,2013,7000,Automatic,"Warraq, Giza",Gas,Toyota Corolla 2013
565000,2018,83000,Automatic,"El Haram, Giza",Gas,Nissan Sunny 2018
220000,2014,120000,Manual,"Sharabiyyah, Cairo",Gas,Byd F0 2014
660000,2011,118000,Automatic,"Imbaba, Giza",Gas,Kia Cerato 2011
410000,2008,50,Automatic,"Nasr city, Cairo",Gas,Mazda 3 2008
720000,2016,112000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Toyota Corolla 2016
1699999,2020,0,Automatic,Hyundai,Gas,Hyundai Tucson Turbo GDI 2020
580000,2015,190000,Automatic,Alexandria,Gas,Kia Cerato 2015
1325000,2022,83000,Automatic,"Nasr city, Cairo",Gas,Peugeot 3008 2022
1180000,2021,95000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Skoda Octavia 2021
820000,2018,0,Automatic,Cairo,Gas,Toyota Corolla 2018
220000,2002,154000,Manual,"Abis, Alexandria",Gas,Daewoo Nubira 2 2002
3750000,2024,0,Automatic,Mercedes,Gas,Mercedes C 180 2024
740000,2014,250000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Volkswagen Passat 2014
1500000,2020,109000,Automatic,"Maadi, Cairo",Gas,Mercedes A 200 2020
1400000,2021,95000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,BMW 118 2021
1050000,2019,172000,Automatic,"Tanta, Gharbia",Gas,Peugeot 3008 2019
950000,2025,20000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Citroën C3 Aircross 2025
1750000,2019,170000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Audi A5 2019
550000,2010,205000,Automatic,Alexandria,Diesel,Kia Cerato 2010
4900000,2024,0,Automatic,Jaguar,Gas,Jaguar F-Pace 2024
860000,2024,20000,Automatic,"Warraq, Giza",Gas,Hyundai Elantra 2024
750000,2016,104000,Automatic,"Nasr city, Cairo",Natural Gas,Mitsubishi Lancer 2016
915000,2022,60000,Automatic,Cairo,Diesel,MG 6 2022
150000,2007,234000,Manual,"Nasr city, Cairo",Gas,Fiat Uno 2007
400000,2005,0,Automatic,"Mohandessin, Giza",Diesel,Jeep Liberty 2005
320000,2014,195000,Manual,"El Katameya, Cairo",Gas,Geely Emgrand 7 2014
560000,2014,165000,Automatic,"6 October, Giza",Gas,Seat Toledo 2014
280000,2011,400000,Manual,Cairo,Diesel,Chevrolet Aveo 2011
60000,1979,0,Manual,"10th of Ramadan, Cairo",Diesel,Toyota Aurion 1979
2150000,2025,0,Automatic,Cupra,Gas,Cupra Terramar 2025
1550000,2025,0,Automatic,Citroën,Gas,Citroën C4X 2025
2300000,2025,0,Automatic,Zeekr,Electric,Zeekr 7X 2025
675000,2011,125000,Automatic,Cairo,Gas,Skoda Fantasia 2011
835000,2015,133000,Automatic,"Maadi, Cairo",Gas,Skoda Octavia 2015
2450000,2024,0,Automatic,Volkswagen,Gas,Volkswagen Tiguan 2024
2850000,2025,0,Automatic,Audi,Gas,Audi Q3 2025
2488000,2025,0,Automatic,Avatr,Electric,Avatr 12 2025
2250000,2025,0,Automatic,Audi,Gas,Audi A3 2025
2250000,2025,0,Automatic,Audi,Gas,Audi A3 2025
60000,1979,0,Manual,"10th of Ramadan, Cairo",Diesel,Toyota Aurion 1979
450000,2016,160,Automatic,"Mansoura, Dakahlia",Gas,Chevrolet Optra 2016
790000,2018,105000,Automatic,Cairo,Natural Gas,Nissan Qashqai 2018
690000,2021,168000,Automatic,"Nasr city, Cairo",Gas,Chery Tiggo 7 2021
300000,2016,174000,Manual,Cairo,Gas,Renault Logan 2016
320000,2000,250000,Automatic,Alexandria,Gas,Daihatsu Terios 2000
170000,2009,150000,Manual,Cairo,Diesel,Faw Vita 2009
700000,2017,155000,Automatic,Alexandria,Diesel,Renault Kadjar 2017
1275000,2013,137000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Jeep Wrangler 2013
1550000,2025,0,Automatic,MG,Gas,MG One 2025
5500000,2024,0,Automatic,Mercedes,Gas,Mercedes CLE 300 2024
230000,2001,124000,Automatic,"Nasr city, Cairo",Gas,Renault Megane 2001
330000,2019,92000,Manual,El Minya,Diesel,Suzuki Alto 2019
720000,2020,60000,Automatic,Suez,Gas,Fiat Tipo 2020
220000,1997,310000,Manual,Cairo,Gas,Daewoo Nubira 1 1997
600000,2014,90000,Automatic,"Sheikh Zayed City, Giza",Gas,Toyota Yaris 2014
350000,2012,280000,Manual,"Hadayek October, Giza",Gas,Chery Tiggo 3 2012
85000,1998,100000,Manual,Port Said,Gas,Daewoo Lanos 1998
450000,2023,13000,Manual,Monufia,Gas,Lada Granta 2023
1400000,2025,0,Automatic,Hyundai,Gas,Hyundai Elantra 2025
285000,2007,185000,Manual,"Hadayek October, Giza",Gas,Daewoo Lanos 2 2007
580000,2014,129900,Automatic,Cairo,Diesel,Toyota Yaris 2014
270000,2014,158000,Manual,Cairo,Gas,Geely Emgrand X7 2014
400000,2011,246000,Automatic,"Mokattam, Cairo",Gas,Fiat Bravo 2011
650000,2021,49000,Automatic,"Nasr city, Cairo",Gas,Nissan Sunny 2021
10150000,2025,0,Automatic,Toyota,Gas,Toyota Land Cruiser 2025
1400000,2025,0,Automatic,Hyundai,Gas,Hyundai Elantra 2025
2500000,2025,0,Automatic,BMW,Electric,BMW IX3 2025
710000,2020,125000,Automatic,Giza,Gas,Renault Megane 2020
2950000,2019,89000,Automatic,"Sheikh Zayed City, Giza",Gas,BMW X3 2019
1475000,2024,37000,Automatic,"Mohandessin, Giza",Gas,Renault Austral 2024
1950000,2018,98000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes C 180 2018
1400000,2025,0,Automatic,Haval,Gas,Haval H6 2025
2650000,2025,0,Manual,Toyota,Gas,Toyota Hilux 2025
5750000,2025,0,Automatic,Land Rover,Gas,Land Rover Velar 2025
1215000,2026,0,Automatic,Chery,Gas,Chery Tiggo 8 2026
2930000,2022,37000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mitsubishi Pajero 2022
1180000,2026,0,Automatic,Changan,Gas,Changan CS 55 2026
773000,2026,0,Automatic,Nissan,Gas,Nissan Sunny 2026
885000,2026,0,Automatic,Chery,Gas,Chery Tiggo 4 Pro 2026
645000,2026,0,Automatic,KYC,Gas,KYC X3 2026
1975000,2025,0,Automatic,BMW,Electric,BMW I3 2025
2330000,2020,110000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Toyota Fortuner 2020
950000,2022,36000,Manual,Giza,Diesel,Chevrolet T-Series 2022
5300000,2024,0,Automatic,Land Rover,Gas,Land Rover Velar 2024
750000,2018,88000,Automatic,"Nasr city, Cairo",Gas,Opel Crossland 2018
3000000,2025,7500,Automatic,Greater Cairo ( Cairo + Giza),Gas,BMW X1 2025
790000,2015,160000,Automatic,"Tagamo3 - New Cairo, Cairo",Diesel,Kia Soul 2015
1280000,2014,130000,Automatic,"Sheikh Zayed City, Giza",Gas,Mercedes CLA 180 2014
1600000,2021,70000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Seat Tarraco 2021
450000,2008,30000,Automatic,Cairo,Hybrid,Skoda Octavia A4 2008
1140000,2017,160000,Automatic,"Sheikh Zayed City, Giza",Gas,Kia Sportage 2017
895000,2012,91000,Automatic,"Sheikh Zayed City, Giza",Gas,Kia Sportage 2012
525000,2020,209000,Automatic,"Sheikh Zayed City, Giza",Gas,Hyundai I10 2020
455000,2016,130000,Automatic,"Heliopolis, Cairo",Gas,Renault Sandero Step Way 2016
1690000,2016,175000,Automatic,"Heliopolis, Cairo",Gas,Jaguar Other 2016
230000,2013,235000,Manual,Damietta,Gas,Abarth Other 2013
775000,2020,75000,Automatic,"Sheikh Zayed City, Giza",Diesel,Citroën C3 Aircross 2020
675100,2015,165000,Automatic,"Dokki, Giza",Gas,Kia Carens 2015
490000,2013,159000,Automatic,Asyut,Diesel,Kia Rio 2013
480000,2020,87735,Automatic,Giza,Gas,Chery Arrizo 5 2020
1200000,2026,0,Automatic,Chery,Gas,Chery Tiggo 8 2026
440000,2016,280000,Automatic,"Khanka, Qalyubia",Gas,Chevrolet Cruze 2016
350000,2017,164999,Automatic,Sharqia,Gas,Nissan Sunny 2017
1080000,2023,50000,Automatic,5th Settlement,Electric,Byd Qin Plus 2023
480000,2020,227000,Automatic,"10th of Ramadan, Cairo",Diesel,Chery Arrizo 5 2020
685000,2018,98000,Automatic,"Sheikh Zayed City, Giza",Gas,Renault Duster 2018
530000,2005,270000,Automatic,Cairo,Gas,BMW 316 2005
1450000,2020,103,Automatic,Alexandria,Diesel,Kia Sportage 2020
225000,1999,204000,Manual,Alexandria,Gas,Daewoo Lanos 1999
1050000,2019,82000,Automatic,Alexandria,Gas,Mini Cooper 2019
2390000,2026,0,Automatic,Volkswagen,Gas,Volkswagen Tiguan 2026
1950000,2019,220000,Automatic,Alexandria,Gas,Audi Q7 2019
1400000,2026,0,Automatic,Soueast,Gas,Soueast S 06 2026
8500000,2021,50000,Automatic,"Sheikh Zayed City, Giza",Gas,Mercedes GLE 2021
740000,2026,0,Automatic,Chevrolet,Gas,Chevrolet Optra 2026
12700000,2025,0,Automatic,Porsche,Gas,Porsche Cayenne 2025
950000,2018,260000,Automatic,Cairo,Diesel,BMW 318 2018
525000,2018,72000,Automatic,"Heliopolis, Cairo",Gas,Renault Sandero Step Way 2018
8600000,2025,0,Automatic,BMW,Electric,BMW I7 2025
1210000,2022,130000,Automatic,"Nasr city, Cairo",Gas,Skoda Octavia 2022
510000,2020,125000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Renault Logan 2020
1020000,2021,60000,Automatic,"Nasr city, Cairo",Gas,Citroën C5 Aircross 2021
750000,2021,75000,Automatic,Cairo,Gas,Hyundai Elantra HD 2021
780000,2024,7000,Automatic,"Tagamo3 - New Cairo, Cairo",Natural Gas,Geely GX3 Pro 2024
7750000,2026,0,Automatic,Mercedes,Gas,Mercedes GLC 43 2026
460000,2023,75000,Automatic,"Heliopolis, Cairo",Gas,Lada Granta 2023
910000,2025,6700,Automatic,"Nasr city, Cairo",Gas,MG ZS 2025
250000,1992,250000,Automatic,"Nasr city, Cairo",Gas,Honda Civic 1992
2450000,2025,0,Automatic,Skoda,Gas,Skoda Kodiaq 2025
3500000,2019,20000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes E 300 2019
1490000,2026,1,Automatic,"6 October, Giza",Gas,Haval H6 2026
1650000,2025,0,Automatic,Skoda,Gas,Skoda Octavia 2025
3850000,2023,30000,Automatic,"Heliopolis, Cairo",Gas,Mercedes A 200 2023
135000,1977,5021200,Manual,Qena,Gas,Peugeot 504 1977
940000,2025,13000,Automatic,"El Haram, Giza",Gas,Geely Cool Ray 2025
2400000,2026,0,Automatic,Audi,Gas,Audi A3 2026
2200000,2018,110000,Automatic,"6 October, Giza",Gas,Jeep Grand Cherokee 2018
1060000,2017,215000,Automatic,"Zagazig, Sharqia",Diesel,Hyundai Tucson 2017
600000,2019,200000,Automatic,Giza,Gas,Hyundai Accent RB 2019
630000,2021,148000,Automatic,Menofia,Diesel,MG 5 2021
350000,2014,87,Automatic,"Helwan, Cairo",Gas,Geely X Pandino 2014
1980000,2025,2400,Automatic,"Tagamo3 - New Cairo, Cairo",Electric,BMW IX1 2025
167,2014,70,Manual,Alexandria,Gas,Suzuki Maruti 2014
420000,2004,450000,Automatic,Sharqia,Gas,Toyota Corolla 2004
615000,2012,260000,Automatic,"Maadi, Cairo",Gas,Hyundai Elantra MD 2012
380000,2010,102000,Manual,Alexandria,Gas,Chevrolet Optra 2010
2850000,2025,23500,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,BMW 320 2025
970000,2021,159000,Automatic,Cairo,Gas,Renault Kadjar 2021
5900000,2020,20000,Automatic,"Sheikh Zayed City, Giza",Gas,BMW 850 2020
1325000,2021,80000,Automatic,"Nasr city, Cairo",Gas,Hyundai Tucson 2021
890000,2022,91000,Automatic,"Maadi, Cairo",Gas,Seat Ibiza 2022
420000,2009,225000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Toyota Yaris 2009
2550000,2022,50000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes C 180 2022
645000,2026,0,Automatic,KYC,Gas,KYC X3 2026
850000,2022,38000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,MG 6 2022
700000,2010,170000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Jeep Cherokee 2010
4000000,2022,30000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes E 200 2022
1400000,2025,0,Automatic,Hyundai,Gas,Hyundai Elantra 2025
1950000,2025,0,Automatic,Skoda,Gas,Skoda Superb 2025
5900000,2020,20000,Automatic,"Sheikh Zayed City, Giza",Gas,BMW 850 2020
970000,2021,159000,Automatic,Cairo,Gas,Renault Kadjar 2021
660000,2018,120000,Manual,"6 October, Giza",Gas,Kia Cerato 2018
370000,2009,123,Manual,5th Settlement,Gas,Brilliance FRV 2009
6250000,2024,1000,Automatic,"Heliopolis, Cairo",Gas,Mercedes E 350 2024
670000,2020,140000,Automatic,"6 October, Giza",Gas,Renault Megane 2020
2450000,2020,120000,Automatic,"Heliopolis, Cairo",Gas,Mitsubishi Pajero 2020
3200000,2024,15000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Mercedes C 200 2024
2250000,2022,6000,Automatic,"Heliopolis, Cairo",Gas,Mini Country man 2022
195000,2003,180000,Manual,Cairo,Gas,Skoda Fabia 2003
3000000,2022,41000,Automatic,"Madinaty, Cairo",Gas,Mercedes C 200 2022
850000,2019,136000,Automatic,Suez,Gas,Hyundai Elantra AD 2019
195000,1993,0,Manual,"Shebeen El Kom, Menofia",Gas,Mitsubishi Galant 1993
680000,2011,160000,Automatic,"Nasr city, Cairo",Gas,Kia Sorento 2011
540000,2013,180000,Automatic,"Smouha, Alexandria",Gas,Mitsubishi Lancer Puma 2013
620000,2020,114000,Automatic,"Pyramids Gardens, Giza",Gas,MG 5 2020
220000,2016,125500,Manual,Cairo,Gas,Lada Granta 2016
500000,2026,0,Automatic,Chery,Gas,Chery Tiggo 7 pro max 2026
725000,2021,90000,Automatic,"Nasr city, Cairo",Gas,MG One 2021
750000,2020,75000,Automatic,"Maadi, Cairo",Gas,Opel Astra 2020
725000,2022,45000,Automatic,"Nasr city, Cairo",Gas,Suzuki Ciaz 2022
330000,2009,0,Manual,Cairo,Hybrid,Hyundai Grand i10 2009
1350000,2024,15000,Automatic,"Nasr city, Cairo",Gas,Kia Cerato 2024
900000,2020,200000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Toyota Corolla 2020
260000,2004,40000,Manual,Giza,Gas,Renault Clio 2004
2850000,2025,23000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,BMW 320 2025
1980000,2025,0,Automatic,BMW,Electric,BMW IX1 2025
290000,2010,142000,Manual,Alexandria,Gas,Hyundai I10 2010
1050000,2026,0,Automatic,Changan,Gas,Changan CS55 Plus 2026
1600000,2018,150000,Automatic,"6 October, Giza",Gas,BMW X3 2018
884000,2010,155000,Automatic,"Tagamo3 - New Cairo, Cairo",Gas,Jeep Wrangler 2010
4500000,2023,58000,Automatic,"Obour City, Cairo",Gas,Mercedes GLC 200 2023
360000,2017,88000,Manual,"Smouha, Alexandria",Gas,Hyundai Verna 2017
475000,2017,80100,Automatic,"Nasr city, Cairo",Gas,Renault Sandero Step Way 2017
2320000,2024,16000,Automatic,"6 October, Giza",Hybrid,Kia Sorento 2024
3200000,2023,6851,Automatic,"6 October, Giza",Gas,Mercedes C 200 2023
999999,2020,168000,Automatic,5th Settlement,Natural Gas,Subaru XV 2020
1290000,2025,60000,Automatic,"Heliopolis, Cairo",Gas,MG HS 2025
2250000,2019,130000,Automatic,"6 October, Giza",Gas,Audi Q7 2019
1290000,2025,60000,Automatic,"Heliopolis, Cairo",Gas,MG HS 2025
530000,2016,230000,Automatic,"Nasr city, Cairo",Gas,Kia Picanto 2016
795000,2018,93000,Automatic,Giza,Gas,Renault Kadjar 2018
990000,2026,0,Automatic,Chery,Gas,Chery Tiggo 4 Pro 2026
1300000,2024,0,Automatic,Suzuki,Gas,Suzuki Grand vitara 2024
