property_id,status,description,location,branding
7297038824,for_sale,"{""baths_consolidated"": ""4"", ""baths_max"": null, ""baths_min"": null, ""beds"": 6, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 6599, ""name"": null, ""sold_date"": null, ""sold_price"": null, ""sqft"": 2118, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.79904, ""lon"": -95.160022}, ""line"": ""14806 Beaconsfield Dr"", ""postal_code"": ""77015"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=14806%20Beaconsfield%20Dr%2C%20Houston%2C%20TX%2077015&size=640x480&source=outdoor&signature=ZW5bUepPyd2QDbxfYa5VDVCYslk=""}","[{""name"": ""Keller Williams Realty Metropolitan"", ""photo"": null, ""type"": ""Office""}]"
7923702729,for_sale,"{""baths_consolidated"": ""2"", ""baths_max"": null, ""baths_min"": null, ""beds"": 3, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 4051, ""name"": null, ""sold_date"": ""2001-04-18"", ""sold_price"": null, ""sqft"": 1445, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.879611, ""lon"": -95.458978}, ""line"": ""8510 Woodcamp Dr"", ""postal_code"": ""77088"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8510%20Woodcamp%20Dr%2C%20Houston%2C%20TX%2077088&size=640x480&source=outdoor&signature=NohDjDPXnj38PXw6NcHaH4TIYpU=""}","[{""name"": ""Hello Texas Realty, LLC"", ""photo"": null, ""type"": ""Office""}]"
7454918265,for_sale,"{""baths_consolidated"": ""2"", ""baths_max"": null, ""baths_min"": null, ""beds"": 3, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 5502, ""name"": null, ""sold_date"": ""2004-07-01"", ""sold_price"": null, ""sqft"": 1413, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.859855, ""lon"": -95.203121}, ""line"": ""12823 Northchase Ridge Ln"", ""postal_code"": ""77044"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=12823%20Northchase%20Ridge%20Ln%2C%20Houston%2C%20TX%2077044&size=640x480&source=outdoor&signature=iZo-ForJEiZlNJUx2Pd9TtcKQ1w=""}","[{""name"": ""Exp Realty LLC"", ""photo"": null, ""type"": ""Office""}]"
7606962088,for_sale,"{""baths_consolidated"": ""3.5+"", ""baths_max"": null, ""baths_min"": null, ""beds"": 5, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": null, ""name"": null, ""sold_date"": ""1988-12-08"", ""sold_price"": null, ""sqft"": 4813, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.885809, ""lon"": -95.533494}, ""line"": ""7714 Rolling Fork Ln"", ""postal_code"": ""77040"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=7714%20Rolling%20Fork%20Ln%2C%20Houston%2C%20TX%2077040&size=640x480&source=outdoor&signature=11Ta4PFtaWrMDqQL2n2dP3jX9Zs=""}","[{""name"": ""Realm Real Estate Professional"", ""photo"": null, ""type"": ""Office""}]"
8882704767,for_sale,"{""baths_consolidated"": ""2.5+"", ""baths_max"": null, ""baths_min"": null, ""beds"": 4, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 7588, ""name"": null, ""sold_date"": ""2003-04-04"", ""sold_price"": null, ""sqft"": 1545, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.775847, ""lon"": -95.226052}, ""line"": ""815 Centerwood Dr"", ""postal_code"": ""77013"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=815%20Centerwood%20Dr%2C%20Houston%2C%20TX%2077013&size=640x480&source=outdoor&signature=yI9mHSVR4tzpGeT8NXdhmA0ohvs=""}","[{""name"": ""Skyline Realty"", ""photo"": null, ""type"": ""Office""}]"
7481955548,for_sale,"{""baths_consolidated"": ""2"", ""baths_max"": null, ""baths_min"": null, ""beds"": 3, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 2483, ""name"": null, ""sold_date"": ""1999-06-18"", ""sold_price"": null, ""sqft"": 1080, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.817685, ""lon"": -95.317012}, ""line"": ""5017 Baton Rouge St"", ""postal_code"": ""77028"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=5017%20Baton%20Rouge%20St%2C%20Houston%2C%20TX%2077028&size=640x480&source=outdoor&signature=qIBwxhL-Oc63IXnQVhAR4w_g0io=""}","[{""name"": ""Equity Texas Real Estate, LLC"", ""photo"": null, ""type"": ""Office""}]"
8206100524,for_sale,"{""baths_consolidated"": ""2.5"", ""baths_max"": null, ""baths_min"": null, ""beds"": 3, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 2945, ""name"": null, ""sold_date"": ""2024-09-06"", ""sold_price"": null, ""sqft"": 2508, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""multi_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.70617, ""lon"": -95.374024}, ""line"": ""6203 Sedalia St"", ""postal_code"": ""77021"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6203%20Sedalia%20St%2C%20Houston%2C%20TX%2077021&size=640x480&source=outdoor&signature=zIxlb7XY-ZIRvO0c10dCg0NOWW8=""}","[{""name"": ""RDP Properties"", ""photo"": null, ""type"": ""Office""}]"
7425020156,for_sale,"{""baths_consolidated"": ""2.5"", ""baths_max"": null, ""baths_min"": null, ""beds"": 4, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 7013, ""name"": null, ""sold_date"": ""2017-02-13"", ""sold_price"": null, ""sqft"": 2927, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.995427, ""lon"": -95.444845}, ""line"": ""14550 Myers Dr"", ""postal_code"": ""77090"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=14550%20Myers%20Dr%2C%20Houston%2C%20TX%2077090&size=640x480&source=outdoor&signature=UkELAfKFFXQPxD8AeLIB9hwGjgo=""}","[{""name"": ""Teifke Real Estate"", ""photo"": null, ""type"": ""Office""}]"
7018422190,for_sale,"{""baths_consolidated"": ""2"", ""baths_max"": null, ""baths_min"": null, ""beds"": 3, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 3920, ""name"": null, ""sold_date"": null, ""sold_price"": null, ""sqft"": 2576, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""multi_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.857973, ""lon"": -95.4301}, ""line"": ""1116 Wilburforce St"", ""postal_code"": ""77091"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=1116%20Wilburforce%20St%2C%20Houston%2C%20TX%2077091&size=640x480&source=outdoor&signature=xz6T71NE28QTr36sFkSLpxHj2tQ=""}","[{""name"": ""Nextgen Real Estate Properties"", ""photo"": null, ""type"": ""Office""}]"
8227263147,for_sale,"{""baths_consolidated"": ""2"", ""baths_max"": null, ""baths_min"": null, ""beds"": 4, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 6508, ""name"": null, ""sold_date"": null, ""sold_price"": null, ""sqft"": 1791, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.669103, ""lon"": -95.592853}, ""line"": ""12071 Plumbrook Dr"", ""postal_code"": ""77099"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=12071%20Plumbrook%20Dr%2C%20Houston%2C%20TX%2077099&size=640x480&source=outdoor&signature=6qPF0Xzxb7sSFPDfvj_1GQIzueY=""}","[{""name"": ""Lone Star Realty"", ""photo"": null, ""type"": ""Office""}]"
9377850442,for_sale,"{""baths_consolidated"": ""4.5"", ""baths_max"": null, ""baths_min"": null, ""beds"": 4, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 133860, ""name"": null, ""sold_date"": ""2024-04-01"", ""sold_price"": null, ""sqft"": 4125, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.880902, ""lon"": -95.13647}, ""line"": ""11427 Brandy Ln"", ""postal_code"": ""77044"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=11427%20Brandy%20Ln%2C%20Houston%2C%20TX%2077044&size=640x480&source=outdoor&signature=B7cp7r5oZzfe9g8LP1GTamu77eY=""}","[{""name"": ""Connect Realty"", ""photo"": null, ""type"": ""Office""}]"
8138684021,for_sale,"{""baths_consolidated"": ""2"", ""baths_max"": null, ""baths_min"": null, ""beds"": 3, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 10411, ""name"": null, ""sold_date"": ""2020-12-08"", ""sold_price"": null, ""sqft"": 1488, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.691838, ""lon"": -95.65794}, ""line"": ""15410 Lindita Dr"", ""postal_code"": ""77083"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48157"", ""name"": ""Fort Bend""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=15410%20Lindita%20Dr%2C%20Houston%2C%20TX%2077083&size=640x480&source=outdoor&signature=fcoj0HIJV2AiIZn3I5Z6e1gnrPQ=""}","[{""name"": ""ERA Legacy Living"", ""photo"": null, ""type"": ""Office""}]"
8557063589,for_sale,"{""baths_consolidated"": ""3"", ""baths_max"": null, ""baths_min"": null, ""beds"": 4, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 10711, ""name"": null, ""sold_date"": ""2022-05-25"", ""sold_price"": null, ""sqft"": 2461, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.588171, ""lon"": -95.106859}, ""line"": ""16402 Clearcrest Dr"", ""postal_code"": ""77059"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=16402%20Clearcrest%20Dr%2C%20Houston%2C%20TX%2077059&size=640x480&source=outdoor&signature=IFulGYxRnuahmRv9AC0KoTpldTo=""}","[{""name"": ""AEA Realty, LLC"", ""photo"": null, ""type"": ""Office""}]"
7946647178,for_sale,"{""baths_consolidated"": ""2"", ""baths_max"": null, ""baths_min"": null, ""beds"": 2, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 141134, ""name"": null, ""sold_date"": ""2023-03-14"", ""sold_price"": null, ""sqft"": 1140, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": ""condo"", ""type"": ""condos""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.641159, ""lon"": -95.505051}, ""line"": ""12500 Sandpiper Dr Apt 93"", ""postal_code"": ""77035"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=12500%20Sandpiper%20Dr%20Apt%2093%2C%20Houston%2C%20TX%2077035&size=640x480&source=outdoor&signature=AwmDxCot-cxQIGXSR6nqjp97zFY=""}","[{""name"": ""U S Realty Associates"", ""photo"": null, ""type"": ""Office""}]"
8263843782,for_sale,"{""baths_consolidated"": ""2.5"", ""baths_max"": null, ""baths_min"": null, ""beds"": 2, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 344124, ""name"": null, ""sold_date"": ""2017-06-05"", ""sold_price"": null, ""sqft"": 1428, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": ""condo"", ""type"": ""condos""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.742465, ""lon"": -95.524734}, ""line"": ""2236 S Piney Point Rd Apt 101"", ""postal_code"": ""77063"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=2236%20S%20Piney%20Point%20Rd%20Apt%20101%2C%20Houston%2C%20TX%2077063&size=640x480&source=outdoor&signature=boVvw3qEoX-w-SlOMRzU_eVD8GQ=""}","[{""name"": ""Exp Realty LLC"", ""photo"": null, ""type"": ""Office""}]"
8000105615,for_sale,"{""baths_consolidated"": ""1.5"", ""baths_max"": null, ""baths_min"": null, ""beds"": 3, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 8281, ""name"": null, ""sold_date"": null, ""sold_price"": null, ""sqft"": 1356, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.857581, ""lon"": -95.291405}, ""line"": ""7603 Caddo Rd"", ""postal_code"": ""77016"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=7603%20Caddo%20Rd%2C%20Houston%2C%20TX%2077016&size=640x480&source=outdoor&signature=dtzrKyGESuFPs490QIu1vae75i0=""}","[{""name"": ""Real Broker, LLC"", ""photo"": null, ""type"": ""Office""}]"
9941085234,for_sale,"{""baths_consolidated"": null, ""baths_max"": null, ""baths_min"": null, ""beds"": 0, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 164221, ""name"": null, ""sold_date"": ""2025-09-26"", ""sold_price"": null, ""sqft"": null, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": ""condo"", ""type"": ""condos""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.994371, ""lon"": -95.610128}, ""line"": ""12402 Malcomson Rd"", ""postal_code"": ""77070"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=12402%20Malcomson%20Rd%2C%20Houston%2C%20TX%2077070&size=640x480&source=outdoor&signature=XBQowyUIEKRst8KYmD3-U19j4yY=""}","[{""name"": ""Keller Williams Platinum"", ""photo"": null, ""type"": ""Office""}]"
7392350674,for_sale,"{""baths_consolidated"": ""2"", ""baths_max"": null, ""baths_min"": null, ""beds"": 4, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 7540, ""name"": null, ""sold_date"": null, ""sold_price"": null, ""sqft"": 2077, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.834331, ""lon"": -95.273291}, ""line"": ""8402 Darlington Dr"", ""postal_code"": ""77028"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=8402%20Darlington%20Dr%2C%20Houston%2C%20TX%2077028&size=640x480&source=outdoor&signature=PBV97QjYzOiixM3_TKrFFPO3ILI=""}","[{""name"": ""Joseph Walter Realty, LLC"", ""photo"": null, ""type"": ""Office""}]"
8446513207,for_sale,"{""baths_consolidated"": ""3.5"", ""baths_max"": null, ""baths_min"": null, ""beds"": 4, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 7379, ""name"": null, ""sold_date"": ""2005-10-31"", ""sold_price"": null, ""sqft"": 3172, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.912012, ""lon"": -95.634392}, ""line"": ""15303 Baber Ct"", ""postal_code"": ""77095"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=15303%20Baber%20Ct%2C%20Houston%2C%20TX%2077095&size=640x480&source=outdoor&signature=5Skrcw2CO9xxwv0wXNdxYzk1GgI=""}","[{""name"": ""Entera Realty Llc"", ""photo"": null, ""type"": ""Office""}]"
8282431173,for_sale,"{""baths_consolidated"": ""3.5"", ""baths_max"": null, ""baths_min"": null, ""beds"": 5, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 95832, ""name"": null, ""sold_date"": null, ""sold_price"": null, ""sqft"": 5248, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""farm""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.657251, ""lon"": -95.363832}, ""line"": ""4314 Reed Rd"", ""postal_code"": ""77051"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=4314%20Reed%20Rd%2C%20Houston%2C%20TX%2077051&size=640x480&source=outdoor&signature=1yYzjpx0_ieXQgSSA6M2_qzWkkE=""}","[{""name"": ""Keller Williams Signature"", ""photo"": null, ""type"": ""Office""}]"
9268717304,for_sale,"{""baths_consolidated"": ""8.5+"", ""baths_max"": null, ""baths_min"": null, ""beds"": 6, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 19889, ""name"": null, ""sold_date"": null, ""sold_price"": null, ""sqft"": 12186, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.748792, ""lon"": -95.435651}, ""line"": ""3653 Chevy Chase Dr"", ""postal_code"": ""77019"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3653%20Chevy%20Chase%20Dr%2C%20Houston%2C%20TX%2077019&size=640x480&source=outdoor&signature=XJWwgKeFvXKoSXI3AVZqO04RguU=""}","[{""name"": ""Nan & Company Properties"", ""photo"": null, ""type"": ""Office""}]"
8213411009,for_sale,"{""baths_consolidated"": ""2"", ""baths_max"": null, ""baths_min"": null, ""beds"": 2, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": null, ""name"": null, ""sold_date"": ""2020-09-29"", ""sold_price"": null, ""sqft"": 1095, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": ""condo"", ""type"": ""condos""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.729158, ""lon"": -95.465982}, ""line"": ""3525 Sage Rd Apt 515"", ""postal_code"": ""77056"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3525%20Sage%20Rd%20Apt%20515%2C%20Houston%2C%20TX%2077056&size=640x480&source=outdoor&signature=qTeqwZZDy7Rl1cWmy97ZqnmJGLw=""}","[{""name"": ""Exp Realty LLC"", ""photo"": null, ""type"": ""Office""}]"
7953522055,for_sale,"{""baths_consolidated"": ""2"", ""baths_max"": null, ""baths_min"": null, ""beds"": 3, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 13390, ""name"": null, ""sold_date"": ""2023-07-25"", ""sold_price"": null, ""sqft"": 2244, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.919155, ""lon"": -95.608433}, ""line"": ""9847 Bestin Ln"", ""postal_code"": ""77065"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=9847%20Bestin%20Ln%2C%20Houston%2C%20TX%2077065&size=640x480&source=outdoor&signature=wB-zao--IVl3je_1kaSwTbZ-aJ8=""}","[{""name"": ""Houston Dwell Realty"", ""photo"": null, ""type"": ""Office""}]"
8699284947,for_sale,"{""baths_consolidated"": ""2"", ""baths_max"": null, ""baths_min"": null, ""beds"": 3, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 6970, ""name"": null, ""sold_date"": null, ""sold_price"": null, ""sqft"": 1161, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": ""single family detached"", ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.80614, ""lon"": -95.160549}, ""line"": ""14807 Shottery Dr"", ""postal_code"": ""77015"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=14807%20Shottery%20Dr%2C%20Houston%2C%20TX%2077015&size=640x480&source=outdoor&signature=K2lqdvUjP1ZOkgmdVs7UaIIG24s=""}","[{""name"": ""Joseph Walter Realty, LLC"", ""photo"": null, ""type"": ""Office""}]"
7583459080,for_sale,"{""baths_consolidated"": ""2"", ""baths_max"": null, ""baths_min"": null, ""beds"": 3, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 9500, ""name"": null, ""sold_date"": ""2009-04-27"", ""sold_price"": null, ""sqft"": 1707, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.626115, ""lon"": -95.424135}, ""line"": ""3203 Ripplebrook Dr"", ""postal_code"": ""77045"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=3203%20Ripplebrook%20Dr%2C%20Houston%2C%20TX%2077045&size=640x480&source=outdoor&signature=qODlnDsdo4kDTninDOcLPkPwDKw=""}","[{""name"": ""Wfi Mangement, Llc"", ""photo"": null, ""type"": ""Office""}]"
8073665406,for_sale,"{""baths_consolidated"": ""3"", ""baths_max"": null, ""baths_min"": null, ""beds"": 5, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 8107, ""name"": null, ""sold_date"": ""2022-03-07"", ""sold_price"": null, ""sqft"": 3254, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Houston"", ""coordinate"": {""lat"": 29.911557, ""lon"": -95.641157}, ""line"": ""9303 Reston Grove Ln"", ""postal_code"": ""77095"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=9303%20Reston%20Grove%20Ln%2C%20Houston%2C%20TX%2077095&size=640x480&source=outdoor&signature=ibusYMv5mimq0eGBEBT0su8-yBU=""}","[{""name"": ""Caryn Beard Properties"", ""photo"": null, ""type"": ""Office""}]"
7977297726,for_sale,"{""baths_consolidated"": ""3.5"", ""baths_max"": null, ""baths_min"": null, ""beds"": 5, ""beds_max"": null, ""beds_min"": null, ""lot_sqft"": 12192, ""name"": null, ""sold_date"": ""2000-03-27"", ""sold_price"": null, ""sqft"": 4161, ""sqft_max"": null, ""sqft_min"": null, ""sub_type"": null, ""type"": ""single_family""}","{""address"": {""city"": ""Kingwood"", ""coordinate"": {""lat"": 30.061798, ""lon"": -95.150087}, ""line"": ""6206 Chestnut Peak Ct"", ""postal_code"": ""77345"", ""state"": ""Texas"", ""state_code"": ""TX""}, ""county"": {""fips_code"": ""48201"", ""name"": ""Harris""}, ""street_view_url"": ""https://maps.googleapis.com/maps/api/streetview?channel=rdc-streetview&client=gme-movesalesinc&location=6206%20Chestnut%20Peak%20Ct%2C%20Kingwood%2C%20TX%2077345&size=640x480&source=outdoor&signature=7OC7ok8xaNL1Wt22JYNimMsm6lo=""}","[{""name"": ""Orchard Brokerage"", ""photo"": null, ""type"": ""Office""}]"
