Price,Year,Mileage_in_KM,Transmission,Fuel_Type,Title,City_standard,Make_extracted,Model_extracted
1250000,2011.0,160000.0,Automatic,Gas,Mercedes 180,Sharqia,Mercedes,180
750000,2021.0,110000.0,Automatic,Gas,MG ZS,Giza,MG,ZS
1600000,2025.0,0.0,Automatic,Gas,Toyota Corolla,Unknown,Toyota,Corolla
980000,2025.0,0.0,Automatic,Gas,Suzuki Baleno,Unknown,Suzuki,Baleno
2100000,2026.0,0.0,Automatic,Gas,Opel Grandland,Unknown,Opel,Grandland
1860000,2025.0,0.0,Automatic,Gas,Jetour T2,Unknown,Jetour,T2
1975000,2026.0,0.0,Manual,Diesel,Isuzu Other,Unknown,Isuzu,Other
900000,2026.0,0.0,Automatic,Gas,Nissan Sentra,Unknown,Nissan,Sentra
1620000,2022.0,100000.0,Automatic,Gas,Skoda Octavia,Cairo,Skoda,Octavia
770000,2026.0,0.0,Automatic,Gas,Chevrolet Optra,Unknown,Chevrolet,Optra
2150000,2020.0,130000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
520000,2015.0,204000.0,Automatic,Gas,Hyundai Accent RB,Cairo,Hyundai,Accent RB
250000,2013.0,0.0,Manual,Gas,Byd F3,Cairo,BYD,F3
625000,2018.0,115000.0,Automatic,Gas,Renault Duster,Cairo,Renault,Duster
450000,2010.0,150000.0,Automatic,Gas,Chevrolet Optra,Giza,Chevrolet,Optra
140000,1997.0,207000.0,Manual,Gas,Skoda Felicia,Alexandria,Skoda,Felicia
850000,2021.0,39000.0,Automatic,Gas,Chery Tiggo 7,Cairo,Chery,Tiggo 7
295000,2017.0,122000.0,Manual,Gas,Speranza Envy,Monufia,Speranza,Envy
370000,2008.0,275000.0,Manual,Gas,Hyundai Getz,Cairo,Hyundai,Getz
199000,2011.0,5000.0,Manual,Natural Gas,Byd F3,Cairo,BYD,F3
210000,1999.0,300000.0,Manual,Gas,Daewoo Nubira 2,Dakahlia,Daewoo Nubira,2
650000,2012.0,650000.0,Automatic,Gas,Kia Forte,Dakahlia,Kia,Forte
600000,2013.0,230000.0,Automatic,Gas,Nissan Qashqai,Cairo,Nissan,Qashqai
790000,2013.0,135000.0,Automatic,Gas,Toyota Corolla,Alexandria,Toyota,Corolla
590000,2019.0,98000.0,Automatic,Gas,Nissan Sentra,Giza,Nissan,Sentra
1200000,2017.0,95.0,Automatic,Gas,Kia Sportage,Faiyum,Kia,Sportage
850000,2010.0,160000.0,Automatic,Gas,Volkswagen Passat,Gharbia,Volkswagen,Passat
260000,2010.0,188000.0,Manual,Gas,Renault Logan,Cairo,Renault,Logan
750000,2022.0,81000.0,Automatic,Gas,Citroën C Elysee,Cairo,Citroën,C Elysee
610000,2023.0,82500.0,Automatic,Gas,Nissan Sunny,Cairo,Nissan,Sunny
269999,2010.0,158000.0,Manual,Gas,Renault Logan,Giza,Renault,Logan
520000,2015.0,154000.0,Automatic,Gas,Skoda Rapid,Alexandria,Skoda,Rapid
86000,1982.0,200000.0,Manual,Gas,Mazda 323,Cairo,Mazda,323
630000,2020.0,69000.0,Automatic,Gas,Chery Tiggo 3,Cairo,Chery,Tiggo 3
510000,2022.0,147000.0,Automatic,Gas,Chevrolet Optra,Cairo,Chevrolet,Optra
530000,2012.0,178000.0,Automatic,Gas,Citroën C4 Picasso,Giza,Citroën,C4 Picasso
1125000,2018.0,14000.0,Automatic,Gas,Hyundai Tucson,Giza,Hyundai,Tucson
260000,2008.0,260000.0,Automatic,Gas,Brilliance Galena,Cairo,Brilliance,Galena
2200000,2025.0,0.0,Automatic,Gas,Nissan XTrail,Unknown,Nissan,XTrail
695000,2026.0,0.0,Automatic,Gas,Nissan Sunny,Unknown,Nissan,Sunny
1370000,2026.0,0.0,Automatic,Gas,Opel Mokka,Unknown,Opel,Mokka
1590000,2025.0,0.0,Automatic,Gas,MG One,Unknown,MG,One
2160000,2025.0,0.0,Manual,Diesel,Toyota Hilux,Unknown,Toyota,Hilux
680000,2025.0,0.0,Manual,Diesel,JMC New Boarding,Unknown,JMC,New Boarding
1850000,2025.0,0.0,Automatic,Gas,Jetour T2,Unknown,Jetour,T2
990000,2013.0,7000.0,Automatic,Gas,Toyota Corolla,Giza,Toyota,Corolla
565000,2018.0,83000.0,Automatic,Gas,Nissan Sunny,Giza,Nissan,Sunny
220000,2014.0,120000.0,Manual,Gas,Byd F0,Cairo,BYD,F0
660000,2011.0,118000.0,Automatic,Gas,Kia Cerato,Giza,Kia,Cerato
410000,2008.0,50.0,Automatic,Gas,Mazda 3,Cairo,Mazda,3
720000,2016.0,112000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
1699999,2020.0,0.0,Automatic,Gas,Hyundai Tucson Turbo GDI,Unknown,Hyundai,Tucson Turbo GDI
580000,2015.0,190000.0,Automatic,Gas,Kia Cerato,Alexandria,Kia,Cerato
1180000,2021.0,95000.0,Automatic,Gas,Skoda Octavia,Cairo,Skoda,Octavia
820000,2018.0,0.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
220000,2002.0,154000.0,Manual,Gas,Daewoo Nubira 2,Alexandria,Daewoo Nubira,2
740000,2014.0,250000.0,Automatic,Gas,Volkswagen Passat,Cairo,Volkswagen,Passat
1500000,2020.0,109000.0,Automatic,Gas,Mercedes A 200,Cairo,Mercedes,A 200
1400000,2021.0,95000.0,Automatic,Gas,BMW 118,Cairo,BMW,118
950000,2025.0,20000.0,Automatic,Gas,Citroën C3 Aircross,Cairo,Citroën,C3 Aircross
1750000,2019.0,170000.0,Automatic,Gas,Audi A5,Cairo,Audi,A5
550000,2010.0,205000.0,Automatic,Diesel,Kia Cerato,Alexandria,Kia,Cerato
860000,2024.0,20000.0,Automatic,Gas,Hyundai Elantra,Giza,Hyundai,Elantra
750000,2016.0,104000.0,Automatic,Natural Gas,Mitsubishi Lancer,Cairo,Mitsubishi,Lancer
915000,2022.0,60000.0,Automatic,Diesel,MG 6,Cairo,MG,6
150000,2007.0,234000.0,Manual,Gas,Fiat Uno,Cairo,Fiat,Uno
400000,2005.0,0.0,Automatic,Diesel,Jeep Liberty,Giza,Jeep,Liberty
320000,2014.0,195000.0,Manual,Gas,Geely Emgrand 7,Cairo,Geely,Emgrand 7
560000,2014.0,165000.0,Automatic,Gas,Seat Toledo,Giza,Seat,Toledo
280000,2011.0,400000.0,Manual,Diesel,Chevrolet Aveo,Cairo,Chevrolet,Aveo
60000,1979.0,0.0,Manual,Diesel,Toyota Aurion,Cairo,Toyota,Aurion
2150000,2025.0,0.0,Automatic,Gas,Cupra Terramar,Unknown,Cupra,Terramar
1550000,2025.0,0.0,Automatic,Gas,Citroën C4X,Unknown,Citroën,C4X
2300000,2025.0,0.0,Automatic,Electric,Zeekr 7X,Unknown,Zeekr,7X
675000,2011.0,125000.0,Automatic,Gas,Skoda Fantasia,Cairo,Skoda,Fantasia
835000,2015.0,133000.0,Automatic,Gas,Skoda Octavia,Cairo,Skoda,Octavia
2450000,2024.0,0.0,Automatic,Gas,Volkswagen Tiguan,Unknown,Volkswagen,Tiguan
2850000,2025.0,0.0,Automatic,Gas,Audi Q3,Unknown,Audi,Q3
2488000,2025.0,0.0,Automatic,Electric,Avatr 12,Unknown,Avatr,12
2250000,2025.0,0.0,Automatic,Gas,Audi A3,Unknown,Audi,A3
450000,2016.0,160.0,Automatic,Gas,Chevrolet Optra,Dakahlia,Chevrolet,Optra
790000,2018.0,105000.0,Automatic,Natural Gas,Nissan Qashqai,Cairo,Nissan,Qashqai
690000,2021.0,168000.0,Automatic,Gas,Chery Tiggo 7,Cairo,Chery,Tiggo 7
300000,2016.0,174000.0,Manual,Gas,Renault Logan,Cairo,Renault,Logan
320000,2000.0,250000.0,Automatic,Gas,Daihatsu Terios,Alexandria,Daihatsu,Terios
170000,2009.0,150000.0,Manual,Diesel,Faw Vita,Cairo,Faw,Vita
700000,2017.0,155000.0,Automatic,Diesel,Renault Kadjar,Alexandria,Renault,Kadjar
1275000,2013.0,137000.0,Automatic,Gas,Jeep Wrangler,Cairo,Jeep,Wrangler
1550000,2025.0,0.0,Automatic,Gas,MG One,Unknown,MG,One
230000,2001.0,124000.0,Automatic,Gas,Renault Megane,Cairo,Renault,Megane
330000,2019.0,92000.0,Manual,Diesel,Suzuki Alto,Minya,Suzuki,Alto
720000,2020.0,60000.0,Automatic,Gas,Fiat Tipo,Suez,Fiat,Tipo
220000,1997.0,310000.0,Manual,Gas,Daewoo Nubira 1,Cairo,Daewoo Nubira,1
600000,2014.0,90000.0,Automatic,Gas,Toyota Yaris,Giza,Toyota,Yaris
350000,2012.0,280000.0,Manual,Gas,Chery Tiggo 3,Giza,Chery,Tiggo 3
450000,2023.0,13000.0,Manual,Gas,Lada Granta,Monufia,Lada,Granta
1400000,2025.0,0.0,Automatic,Gas,Hyundai Elantra,Unknown,Hyundai,Elantra
285000,2007.0,185000.0,Manual,Gas,Daewoo Lanos 2,Giza,Daewoo Lanos,2
580000,2014.0,129900.0,Automatic,Diesel,Toyota Yaris,Cairo,Toyota,Yaris
270000,2014.0,158000.0,Manual,Gas,Geely Emgrand X7,Cairo,Geely,Emgrand X7
400000,2011.0,246000.0,Automatic,Gas,Fiat Bravo,Cairo,Fiat,Bravo
650000,2021.0,49000.0,Automatic,Gas,Nissan Sunny,Cairo,Nissan,Sunny
2500000,2025.0,0.0,Automatic,Electric,BMW IX3,Unknown,BMW,IX3
710000,2020.0,125000.0,Automatic,Gas,Renault Megane,Giza,Renault,Megane
2950000,2019.0,89000.0,Automatic,Gas,BMW X3,Giza,BMW,X3
1475000,2024.0,37000.0,Automatic,Gas,Renault Austral,Giza,Renault,Austral
1950000,2018.0,98000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
1400000,2025.0,0.0,Automatic,Gas,Haval H6,Unknown,Haval,H6
2650000,2025.0,0.0,Manual,Gas,Toyota Hilux,Unknown,Toyota,Hilux
1215000,2026.0,0.0,Automatic,Gas,Chery Tiggo 8,Unknown,Chery,Tiggo 8
2930000,2022.0,37000.0,Automatic,Gas,Mitsubishi Pajero,Cairo,Mitsubishi,Pajero
773000,2026.0,0.0,Automatic,Gas,Nissan Sunny,Unknown,Nissan,Sunny
885000,2026.0,0.0,Automatic,Gas,Chery Tiggo 4 Pro,Unknown,Chery,Tiggo 4 Pro
645000,2026.0,0.0,Automatic,Gas,KYC X3,Unknown,KYC,X3
1975000,2025.0,0.0,Automatic,Electric,BMW I3,Unknown,BMW,I3
2330000,2020.0,110000.0,Automatic,Gas,Toyota Fortuner,Cairo,Toyota,Fortuner
950000,2022.0,36000.0,Manual,Diesel,Chevrolet T-Series,Giza,Chevrolet,T-Series
750000,2018.0,88000.0,Automatic,Gas,Opel Crossland,Cairo,Opel,Crossland
3000000,2025.0,7500.0,Automatic,Gas,BMW X1,Cairo,BMW,X1
790000,2015.0,160000.0,Automatic,Diesel,Kia Soul,Cairo,Kia,Soul
1280000,2014.0,130000.0,Automatic,Gas,Mercedes CLA 180,Giza,Mercedes,CLA 180
1600000,2021.0,70000.0,Automatic,Gas,Seat Tarraco,Cairo,Seat,Tarraco
450000,2008.0,30000.0,Automatic,Hybrid,Skoda Octavia A4,Cairo,Skoda,Octavia A4
1140000,2017.0,160000.0,Automatic,Gas,Kia Sportage,Giza,Kia,Sportage
895000,2012.0,91000.0,Automatic,Gas,Kia Sportage,Giza,Kia,Sportage
525000,2020.0,209000.0,Automatic,Gas,Hyundai I10,Giza,Hyundai,I10
455000,2016.0,130000.0,Automatic,Gas,Renault Sandero Step Way,Cairo,Renault,Sandero Step Way
1690000,2016.0,175000.0,Automatic,Gas,Jaguar Other,Cairo,Jaguar,Other
230000,2013.0,235000.0,Manual,Gas,Abarth Other,Damietta,Abarth,Other
775000,2020.0,75000.0,Automatic,Diesel,Citroën C3 Aircross,Giza,Citroën,C3 Aircross
675100,2015.0,165000.0,Automatic,Gas,Kia Carens,Giza,Kia,Carens
490000,2013.0,159000.0,Automatic,Diesel,Kia Rio,Asyut,Kia,Rio
480000,2020.0,87735.0,Automatic,Gas,Chery Arrizo 5,Giza,Chery,Arrizo 5
1200000,2026.0,0.0,Automatic,Gas,Chery Tiggo 8,Unknown,Chery,Tiggo 8
440000,2016.0,280000.0,Automatic,Gas,Chevrolet Cruze,Qalyubia,Chevrolet,Cruze
350000,2017.0,164999.0,Automatic,Gas,Nissan Sunny,Sharqia,Nissan,Sunny
1080000,2023.0,50000.0,Automatic,Electric,Byd Qin Plus,Unknown,BYD,Qin Plus
480000,2020.0,227000.0,Automatic,Diesel,Chery Arrizo 5,Cairo,Chery,Arrizo 5
685000,2018.0,98000.0,Automatic,Gas,Renault Duster,Giza,Renault,Duster
530000,2005.0,270000.0,Automatic,Gas,BMW 316,Cairo,BMW,316
1450000,2020.0,103.0,Automatic,Diesel,Kia Sportage,Alexandria,Kia,Sportage
1050000,2019.0,82000.0,Automatic,Gas,Mini Cooper,Alexandria,Mini,Cooper
2390000,2026.0,0.0,Automatic,Gas,Volkswagen Tiguan,Unknown,Volkswagen,Tiguan
1950000,2019.0,220000.0,Automatic,Gas,Audi Q7,Alexandria,Audi,Q7
1400000,2026.0,0.0,Automatic,Gas,Soueast S 06,Unknown,Soueast,S 06
740000,2026.0,0.0,Automatic,Gas,Chevrolet Optra,Unknown,Chevrolet,Optra
950000,2018.0,260000.0,Automatic,Diesel,BMW 318,Cairo,BMW,318
525000,2018.0,72000.0,Automatic,Gas,Renault Sandero Step Way,Cairo,Renault,Sandero Step Way
1210000,2022.0,130000.0,Automatic,Gas,Skoda Octavia,Cairo,Skoda,Octavia
510000,2020.0,125000.0,Automatic,Gas,Renault Logan,Cairo,Renault,Logan
1020000,2021.0,60000.0,Automatic,Gas,Citroën C5 Aircross,Cairo,Citroën,C5 Aircross
750000,2021.0,75000.0,Automatic,Gas,Hyundai Elantra HD,Cairo,Hyundai,Elantra HD
780000,2024.0,7000.0,Automatic,Natural Gas,Geely GX3 Pro,Cairo,Geely,GX3 Pro
460000,2023.0,75000.0,Automatic,Gas,Lada Granta,Cairo,Lada,Granta
910000,2025.0,6700.0,Automatic,Gas,MG ZS,Cairo,MG,ZS
250000,1992.0,250000.0,Automatic,Gas,Honda Civic,Cairo,Honda,Civic
2450000,2025.0,0.0,Automatic,Gas,Skoda Kodiaq,Unknown,Skoda,Kodiaq
1490000,2026.0,1.0,Automatic,Gas,Haval H6,Giza,Haval,H6
1650000,2025.0,0.0,Automatic,Gas,Skoda Octavia,Unknown,Skoda,Octavia
135000,1977.0,5021200.0,Manual,Gas,Peugeot 504,Qena,Peugeot,504
940000,2025.0,13000.0,Automatic,Gas,Geely Cool Ray,Giza,Geely,Cool Ray
2400000,2026.0,0.0,Automatic,Gas,Audi A3,Unknown,Audi,A3
2200000,2018.0,110000.0,Automatic,Gas,Jeep Grand Cherokee,Giza,Jeep,Grand Cherokee
1060000,2017.0,215000.0,Automatic,Diesel,Hyundai Tucson,Sharqia,Hyundai,Tucson
600000,2019.0,200000.0,Automatic,Gas,Hyundai Accent RB,Giza,Hyundai,Accent RB
630000,2021.0,148000.0,Automatic,Diesel,MG 5,Monufia,MG,5
350000,2014.0,87.0,Automatic,Gas,Geely X Pandino,Cairo,Geely,X Pandino
1980000,2025.0,2400.0,Automatic,Electric,BMW IX1,Cairo,BMW,IX1
167,2014.0,70.0,Manual,Gas,Suzuki Maruti,Alexandria,Suzuki,Maruti
420000,2004.0,450000.0,Automatic,Gas,Toyota Corolla,Sharqia,Toyota,Corolla
615000,2012.0,260000.0,Automatic,Gas,Hyundai Elantra MD,Cairo,Hyundai,Elantra MD
380000,2010.0,102000.0,Manual,Gas,Chevrolet Optra,Alexandria,Chevrolet,Optra
2850000,2025.0,23500.0,Automatic,Gas,BMW 320,Cairo,BMW,320
970000,2021.0,159000.0,Automatic,Gas,Renault Kadjar,Cairo,Renault,Kadjar
1325000,2021.0,80000.0,Automatic,Gas,Hyundai Tucson,Cairo,Hyundai,Tucson
890000,2022.0,91000.0,Automatic,Gas,Seat Ibiza,Cairo,Seat,Ibiza
420000,2009.0,225000.0,Automatic,Gas,Toyota Yaris,Cairo,Toyota,Yaris
2550000,2022.0,50000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
850000,2022.0,38000.0,Automatic,Gas,MG 6,Cairo,MG,6
700000,2010.0,170000.0,Automatic,Gas,Jeep Cherokee,Cairo,Jeep,Cherokee
1950000,2025.0,0.0,Automatic,Gas,Skoda Superb,Unknown,Skoda,Superb
660000,2018.0,120000.0,Manual,Gas,Kia Cerato,Giza,Kia,Cerato
370000,2009.0,123.0,Manual,Gas,Brilliance FRV,Unknown,Brilliance,FRV
670000,2020.0,140000.0,Automatic,Gas,Renault Megane,Giza,Renault,Megane
2450000,2020.0,120000.0,Automatic,Gas,Mitsubishi Pajero,Cairo,Mitsubishi,Pajero
2250000,2022.0,6000.0,Automatic,Gas,Mini Country man,Cairo,Mini,Country man
195000,2003.0,180000.0,Manual,Gas,Skoda Fabia,Cairo,Skoda,Fabia
3000000,2022.0,41000.0,Automatic,Gas,Mercedes C 200,Cairo,Mercedes,C 200
850000,2019.0,136000.0,Automatic,Gas,Hyundai Elantra AD,Suez,Hyundai,Elantra AD
195000,1993.0,0.0,Manual,Gas,Mitsubishi Galant,Monufia,Mitsubishi,Galant
680000,2011.0,160000.0,Automatic,Gas,Kia Sorento,Cairo,Kia,Sorento
540000,2013.0,180000.0,Automatic,Gas,Mitsubishi Lancer Puma,Alexandria,Mitsubishi,Lancer Puma
620000,2020.0,114000.0,Automatic,Gas,MG 5,Giza,MG,5
220000,2016.0,125500.0,Manual,Gas,Lada Granta,Cairo,Lada,Granta
500000,2026.0,0.0,Automatic,Gas,Chery Tiggo 7 pro max,Unknown,Chery,Tiggo 7 pro max
725000,2021.0,90000.0,Automatic,Gas,MG One,Cairo,MG,One
750000,2020.0,75000.0,Automatic,Gas,Opel Astra,Cairo,Opel,Astra
725000,2022.0,45000.0,Automatic,Gas,Suzuki Ciaz,Cairo,Suzuki,Ciaz
330000,2009.0,0.0,Manual,Hybrid,Hyundai Grand i10,Cairo,Hyundai,Grand i10
1350000,2024.0,15000.0,Automatic,Gas,Kia Cerato,Cairo,Kia,Cerato
900000,2020.0,200000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
260000,2004.0,40000.0,Manual,Gas,Renault Clio,Giza,Renault,Clio
2850000,2025.0,23000.0,Automatic,Gas,BMW 320,Cairo,BMW,320
1980000,2025.0,0.0,Automatic,Electric,BMW IX1,Unknown,BMW,IX1
290000,2010.0,142000.0,Manual,Gas,Hyundai I10,Alexandria,Hyundai,I10
1050000,2026.0,0.0,Automatic,Gas,Changan CS55 Plus,Unknown,Changan,CS55 Plus
1600000,2018.0,150000.0,Automatic,Gas,BMW X3,Giza,BMW,X3
884000,2010.0,155000.0,Automatic,Gas,Jeep Wrangler,Cairo,Jeep,Wrangler
360000,2017.0,88000.0,Manual,Gas,Hyundai Verna,Alexandria,Hyundai,Verna
475000,2017.0,80100.0,Automatic,Gas,Renault Sandero Step Way,Cairo,Renault,Sandero Step Way
2320000,2024.0,16000.0,Automatic,Hybrid,Kia Sorento,Giza,Kia,Sorento
999999,2020.0,168000.0,Automatic,Natural Gas,Subaru XV,Unknown,Subaru,XV
1290000,2025.0,60000.0,Automatic,Gas,MG HS,Cairo,MG,HS
2250000,2019.0,130000.0,Automatic,Gas,Audi Q7,Giza,Audi,Q7
530000,2016.0,230000.0,Automatic,Gas,Kia Picanto,Cairo,Kia,Picanto
795000,2018.0,93000.0,Automatic,Gas,Renault Kadjar,Giza,Renault,Kadjar
990000,2026.0,0.0,Automatic,Gas,Chery Tiggo 4 Pro,Unknown,Chery,Tiggo 4 Pro
1300000,2024.0,0.0,Automatic,Gas,Suzuki Grand vitara,Unknown,Suzuki,Grand vitara
820000,2019.0,144000.0,Automatic,Gas,Nissan Qashqai,Cairo,Nissan,Qashqai
350000,2013.0,200000.0,Automatic,Gas,Renault Sandero,Giza,Renault,Sandero
635000,2015.0,110000.0,Automatic,Natural Gas,Mitsubishi Lancer EX Shark,Giza,Mitsubishi,Lancer EX Shark
290000,2012.0,170000.0,Manual,Diesel,Fiat Punto,Damietta,Fiat,Punto
2800000,2024.0,51000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
2250000,2019.0,136000.0,Automatic,Gas,BMW X3,Cairo,BMW,X3
1790000,2018.0,165000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
1300000,2021.0,68000.0,Automatic,Gas,Chevrolet Malibu,Monufia,Chevrolet,Malibu
2400000,2023.0,16000.0,Automatic,Electric,Avatr 11,Cairo,Avatr,11
1900000,2024.0,0.0,Automatic,Electric,Byd Song L,Unknown,BYD,Song L
890000,2022.0,35000.0,Automatic,Gas,Opel Crossland,Cairo,Opel,Crossland
1990000,2016.0,114000.0,Automatic,Gas,Mercedes E 180,Cairo,Mercedes,E 180
250000,2006.0,211500.0,Automatic,Natural Gas,Daewoo Nubira 2,Cairo,Daewoo Nubira,2
2800000,2019.0,120000.0,Automatic,Gas,Mercedes E 350,Cairo,Mercedes,E 350
260000,2010.0,215804.0,Manual,Gas,Renault Logan,Giza,Renault,Logan
245000,2000.0,0.0,Automatic,Natural Gas,Mitsubishi Lancer Crystala,Giza,Mitsubishi,Lancer Crystala
200000,2005.0,225955.0,Manual,Gas,Renault Clio,Dakahlia,Renault,Clio
390000,2014.0,255.0,Automatic,Gas,Nissan Sunny,Cairo,Nissan,Sunny
2300000,2023.0,32000.0,Automatic,Hybrid,Kia Sorento,Giza,Kia,Sorento
1150000,2011.0,240000.0,Automatic,Diesel,Mercedes C 300,Giza,Mercedes,C 300
875000,2020.0,175000.0,Automatic,Electric,Volkswagen E Golf,Giza,Volkswagen,E Golf
835000,2020.0,203000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
620000,2013.0,153000.0,Automatic,Gas,Kia Cerato,Monufia,Kia,Cerato
870000,2013.0,123000.0,Automatic,Gas,Kia Sportage,Monufia,Kia,Sportage
1025000,2021.0,154000.0,Automatic,Gas,Hyundai Elantra CN7,Sharqia,Hyundai,Elantra CN7
975000,2022.0,168000.0,Automatic,Gas,Toyota Corolla,Giza,Toyota,Corolla
1150000,2020.0,70000.0,Automatic,Diesel,Skoda Octavia A7,Cairo,Skoda,Octavia A7
1000000,2020.0,97000.0,Automatic,Gas,Toyota Corolla,Monufia,Toyota,Corolla
485000,2007.0,136000.0,Automatic,Diesel,Hyundai Matrix,Kafr el-Sheikh,Hyundai,Matrix
1850000,2015.0,185000.0,Automatic,Gas,Land Rover Range Rover Evoque,Giza,Land Rover,Range Rover Evoque
245000,2005.0,165000.0,Automatic,Gas,Daewoo Nubira 2,Giza,Daewoo Nubira,2
1820000,2026.0,0.0,Automatic,Gas,Jetour T2,Unknown,Jetour,T2
870000,2026.0,0.0,Automatic,Gas,Baic U5 plus,Unknown,Baic,U5 plus
550000,2022.0,107000.0,Automatic,Gas,Chery Arrizo 5,Qalyubia,Chery,Arrizo 5
430000,1998.0,370000.0,Automatic,Gas,BMW 525,Cairo,BMW,525
700000,2023.0,32000.0,Automatic,Gas,Renault Sandero Step Way,Cairo,Renault,Sandero Step Way
550000,2014.0,318000.0,Automatic,Diesel,Seat Toledo,Unknown,Seat,Toledo
535000,2017.0,124000.0,Automatic,Gas,Renault Captur,Port Said,Renault,Captur
1450000,2016.0,135000.0,Automatic,Gas,BMW X3,Cairo,BMW,X3
535000,2019.0,90000.0,Automatic,Natural Gas,Chery Tiggo 3,Giza,Chery,Tiggo 3
1100000,2021.0,86000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
760000,2020.0,136000.0,Automatic,Natural Gas,Renault Duster,Cairo,Renault,Duster
1255000,2025.0,0.0,Automatic,Gas,Bestune B70S,Unknown,Bestune,B70S
1750000,2019.0,200000.0,Manual,Plug-in Hybrid,Suzuki Swift,Cairo,Suzuki,Swift
620000,2022.0,41000.0,Automatic,Gas,Hyundai Bayon,Giza,Hyundai,Bayon
670000,2013.0,285000.0,Automatic,Gas,Nissan XTrail,Giza,Nissan,XTrail
810000,2023.0,81000.0,Automatic,Gas,Chery Tiggo 7,Cairo,Chery,Tiggo 7
760000,2016.0,93550.0,Automatic,Gas,Nissan Qashqai,Cairo,Nissan,Qashqai
570000,2022.0,79000.0,Automatic,Gas,Changan Eado,Cairo,Changan,Eado
2750000,2021.0,60000.0,Automatic,Gas,Dodge Ram,Cairo,Dodge,Ram
2700000,2020.0,50000.0,Automatic,Gas,Mercedes C 300,Cairo,Mercedes,C 300
1100000,2021.0,90000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
525000,2015.0,0.0,Automatic,Gas,Mitsubishi Lancer,Sharqia,Mitsubishi,Lancer
420000,2013.0,147000.0,Automatic,Gas,Kia Rio,Qalyubia,Kia,Rio
158000,2008.0,160000.0,Manual,Gas,Speranza A213,Cairo,Speranza,A213
1445000,2025.0,0.0,Automatic,Gas,Dongfeng Huge,Unknown,Dongfeng,Huge
2050000,2020.0,120000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
2850000,2022.0,18000.0,Automatic,Gas,Mercedes C 180,Giza,Mercedes,C 180
745,2018.0,156000.0,Automatic,Gas,Nissan Qashqai,Giza,Nissan,Qashqai
2350000,2023.0,36000.0,Automatic,Hybrid,Kia Sorento,Cairo,Kia,Sorento
625000,2010.0,286000.0,Automatic,Gas,BMW 316,Cairo,BMW,316
350000,2012.0,85000.0,Manual,Gas,Chery Tiggo,Alexandria,Chery,Tiggo
890000,2026.0,0.0,CVT,Gas,Nissan Sentra,Unknown,Nissan,Sentra
485000,2017.0,150000.0,Automatic,Gas,Chery Tiggo 3,Cairo,Chery,Tiggo 3
480000,2015.0,100000.0,Automatic,Gas,Kia Picanto,Cairo,Kia,Picanto
2900000,2022.0,117000.0,Automatic,Gas,Jeep Grand Cherokee,Giza,Jeep,Grand Cherokee
680000,2010.0,285000.0,Automatic,Gas,Jeep Other,Cairo,Jeep,Other
570000,2019.0,167.0,Automatic,Gas,Jac S3,Cairo,Jac,S3
560000,2019.0,215000.0,Automatic,Gas,Nissan Sentra,Giza,Nissan,Sentra
530000,2015.0,190000.0,Automatic,Gas,Opel Astra,Cairo,Opel,Astra
210000,1990.0,197999.0,Automatic,Gas,Honda Civic,Port Said,Honda,Civic
600000,2010.0,237000.0,Automatic,Gas,Volkswagen Golf 6,Giza,Volkswagen,Golf 6
445000,2015.0,200000.0,Automatic,Gas,Fiat Grand Punto,Cairo,Fiat,Grand Punto
60000,1987.0,1000.0,Manual,Gas,Fiat Regata,Cairo,Fiat,Regata
1650000,2021.0,93.0,Automatic,Gas,Audi Q3,Giza,Audi,Q3
1250000,2013.0,133000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
720000,2017.0,121000.0,Automatic,Natural Gas,Mazda 3,Unknown,Mazda,3
510000,2011.0,190000.0,Automatic,Gas,Kia Cerato Koup,Ismailia,Kia,Cerato Koup
182000,1999.0,395350.0,Automatic,Diesel,Daewoo Nubira 1,Giza,Daewoo Nubira,1
1490000,2021.0,51000.0,Automatic,Gas,Hyundai Tucson,Cairo,Hyundai,Tucson
165000,2003.0,290000.0,Manual,Gas,Fiat Siena,Gharbia,Fiat,Siena
700000,2024.0,41000.0,Automatic,Natural Gas,Geely GX3 Pro,Giza,Geely,GX3 Pro
335000,2018.0,0.0,Manual,Hybrid,Chery Envy,Alexandria,Chery,Envy
2300000,2020.0,70000.0,Automatic,Gas,Mercedes C 200,Cairo,Mercedes,C 200
680000,2020.0,131000.0,Automatic,Gas,Renault Megane,Alexandria,Renault,Megane
