Price,Year,Mileage_in_KM,Transmission,Fuel_Type,Title,City_standard,Make_extracted,Model_extracted
1750000,2021.0,69000.0,Automatic,Gas,Skoda Octavia,Cairo,Skoda,Octavia
1080000,2023.0,19000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
385000,2013.0,217000.0,Manual,Gas,Hyundai Verna,Cairo,Hyundai,Verna
375000,2007.0,700000.0,Manual,Natural Gas,Toyota Yaris,Giza,Toyota,Yaris
1078000,2025.0,0.0,Automatic,Gas,Hyundai Elantra,Unknown,Hyundai,Elantra
800000,2022.0,73000.0,Automatic,Natural Gas,Fiat Tipo,Giza,Fiat,Tipo
765000,2026.0,0.0,Automatic,Gas,Jac S2,Unknown,Jac,S2
460000,2012.0,175000.0,Automatic,Gas,Ford Focus,Alexandria,Ford,Focus
730000,2007.0,230000.0,Automatic,Gas,Mercedes 180,Giza,Mercedes,180
880,2020.0,176000.0,Automatic,Gas,Citroën Grand C4 Spacetourer,Giza,Citroën,Grand C4 Spacetourer
560000,2010.0,330000.0,Automatic,Gas,Skoda Fantasia,Giza,Skoda,Fantasia
710000,2009.0,280000.0,Automatic,Diesel,BMW X3,Alexandria,BMW,X3
340000,2016.0,139000.0,Manual,Gas,Renault Logan,Alexandria,Renault,Logan
850000,2020.0,150000.0,Automatic,Gas,Nissan Qashqai,Giza,Nissan,Qashqai
1520000,2026.0,0.0,Automatic,Gas,Jetour X90,Unknown,Jetour,X90
1770000,2026.0,0.0,Automatic,Gas,Jetour T2,Unknown,Jetour,T2
650000,2018.0,120000.0,Automatic,Gas,Renault Duster,Cairo,Renault,Duster
770000,2020.0,200000.0,Automatic,Gas,Renault Kadjar,Giza,Renault,Kadjar
2090000,2021.0,81000.0,Automatic,Gas,Mercedes GLA 200,Giza,Mercedes,GLA 200
780000,2016.0,150000.0,Automatic,Gas,Hyundai Creta,Dakahlia,Hyundai,Creta
580000,2020.0,185000.0,Automatic,Gas,Opel Astra,Unknown,Opel,Astra
550000,2010.0,230000.0,Automatic,Gas,Kia Carens,Cairo,Kia,Carens
1500000,2019.0,155000.0,Automatic,Gas,Skoda Kodiaq,Cairo,Skoda,Kodiaq
430000,2015.0,135000.0,Automatic,Diesel,Nissan Sunny,Alexandria,Nissan,Sunny
1350000,2018.0,124000.0,Automatic,Gas,Audi A4,Cairo,Audi,A4
380000,2014.0,190.0,Automatic,Gas,Proton Persona,Giza,Proton,Persona
80000,2010.0,150000.0,Manual,Gas,Faw Vita,Cairo,Faw,Vita
160000,1997.0,100000.0,Manual,Gas,Opel Corsa,Sharqia,Opel,Corsa
1250000,2018.0,147000.0,Automatic,Gas,BMW X1,Cairo,BMW,X1
650000,2011.0,200000.0,Automatic,Gas,Nissan XTrail,Cairo,Nissan,XTrail
1200000,2011.0,187000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
730000,2022.0,95000.0,Automatic,Gas,MG One,Monufia,MG,One
550000,2016.0,143000.0,Automatic,Gas,Chevrolet Cruze,Alexandria,Chevrolet,Cruze
2750000,2023.0,10000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
790000,2021.0,60000.0,Automatic,Gas,Hyundai Elantra,Giza,Hyundai,Elantra
2500000,2024.0,10000.0,Automatic,Gas,Alfa Romeo Tonale,Cairo,Alfa Romeo,Tonale
900000,2022.0,13000.0,Automatic,Gas,Hyundai Bayon,Gharbia,Hyundai,Bayon
820000,2018.0,162000.0,Automatic,Gas,Jeep Renegade,Giza,Jeep,Renegade
560000,2021.0,115000.0,Manual,Gas,Renault Logan,Unknown,Renault,Logan
2750000,2024.0,45000.0,Automatic,Gas,BMW X1,Cairo,BMW,X1
220000,2005.0,350.0,Manual,Diesel,Proton Waja,Giza,Proton,Waja
530000,2016.0,104500.0,Automatic,Gas,Nissan Sunny,Giza,Nissan,Sunny
1750000,2017.0,213000.0,Automatic,Gas,BMW X3,Cairo,BMW,X3
760000,2015.0,200000.0,Automatic,Gas,Opel Insignia,Cairo,Opel,Insignia
1050000,2021.0,145000.0,Automatic,Gas,Skoda Octavia,Cairo,Skoda,Octavia
990000,2021.0,80000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
660000,2014.0,190000.0,Automatic,Gas,Hyundai Elantra MD,Unknown,Hyundai,Elantra MD
725000,2025.0,16000.0,Automatic,Gas,Nissan Sunny,Giza,Nissan,Sunny
2900000,2025.0,0.0,Automatic,Gas,BMW X1,Unknown,BMW,X1
550000,2007.0,160000.0,Automatic,Gas,Toyota Corolla,Qalyubia,Toyota,Corolla
1290000,2017.0,150000.0,Automatic,Gas,BMW 320,Cairo,BMW,320
650000,2016.0,130.0,Automatic,Gas,Mitsubishi Lancer EX Shark,Giza,Mitsubishi,Lancer EX Shark
1100000,2015.0,125000.0,Automatic,Gas,Audi A3,Cairo,Audi,A3
215000,2007.0,293000.0,Manual,Gas,Speranza A516,Cairo,Speranza,A516
110000,1992.0,60000.0,Manual,Gas,Hyundai Excel,Qalyubia,Hyundai,Excel
150000,1998.0,0.0,Manual,Gas,Ford Mondeo,Cairo,Ford,Mondeo
435000,2011.0,110000.0,Automatic,Gas,Hyundai Accent,Cairo,Hyundai,Accent
130000,2016.0,81000.0,Automatic,Gas,Renault Logan,Cairo,Renault,Logan
3150000,2024.0,0.0,Automatic,Gas,Mercedes GLA 200,Unknown,Mercedes,GLA 200
690000,2024.0,18000.0,Manual,Gas,Fiat Tipo,Cairo,Fiat,Tipo
80000,1992.0,20000.0,Manual,Gas,Fiat Dogan,Cairo,Fiat,Dogan
550000,2011.0,254000.0,Automatic,Natural Gas,Skoda Fantasia,Cairo,Skoda,Fantasia
430000,2017.0,265000.0,Automatic,Gas,Chevrolet Optra,Cairo,Chevrolet,Optra
650000,2011.0,150000.0,Automatic,Gas,Kia Carens,Cairo,Kia,Carens
1900000,2017.0,90000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
550000,2008.0,240000.0,Automatic,Gas,Volkswagen Jetta,Cairo,Volkswagen,Jetta
350000,2011.0,219000.0,Automatic,Diesel,Chevrolet Optra,Gharbia,Chevrolet,Optra
130000,1996.0,100000.0,Manual,Gas,Skoda Felicia,Kafr el-Sheikh,Skoda,Felicia
2775000,2020.0,80000.0,Automatic,Gas,Mercedes GLC 200,Cairo,Mercedes,GLC 200
310000,2006.0,420000.0,Automatic,Natural Gas,Chevrolet Optra,Giza,Chevrolet,Optra
145000,2009.0,150000.0,Manual,Gas,Suzuki Maruti,Cairo,Suzuki,Maruti
720000,2016.0,196000.0,Automatic,Natural Gas,Kia Cerato,Giza,Kia,Cerato
700000,2016.0,240000.0,Automatic,Diesel,Ssang Yong Tivoli,Unknown,Ssang Yong,Tivoli
580000,2008.0,200000.0,Automatic,Gas,Mitsubishi Lancer,Dakahlia,Mitsubishi,Lancer
1150000,2022.0,60000.0,Automatic,Diesel,MG HS,Unknown,MG,HS
900000,2021.0,95000.0,Automatic,Gas,Nissan Qashqai,Cairo,Nissan,Qashqai
980000,2026.0,0.0,Automatic,Gas,Soueast S 05,Unknown,Soueast,S 05
2500000,2025.0,0.0,Automatic,Gas,Honda CRV,Unknown,Honda,CRV
2600000,2014.0,90000.0,Automatic,Gas,Mercedes E 250,Red Sea,Mercedes,E 250
1950000,2026.0,0.0,Automatic,Gas,Opel Grandland,Unknown,Opel,Grandland
1715000,2026.0,0.0,Automatic,Gas,Kia Sportage,Unknown,Kia,Sportage
770000,2021.0,80000.0,Automatic,Gas,Hyundai Elantra HD,Giza,Hyundai,Elantra HD
1500000,2026.0,0.0,Automatic,Gas,Soueast S 09,Unknown,Soueast,S 09
890000,2026.0,0.0,Automatic,Gas,MG One,Unknown,MG,One
420000,2008.0,252000.0,Automatic,Gas,Toyota Corolla,Monufia,Toyota,Corolla
850000,2020.0,96000.0,Automatic,Gas,MG Rx5,Cairo,MG,Rx5
760000,2017.0,193000.0,Automatic,Gas,Nissan Qashqai,Suez,Nissan,Qashqai
2900000,2026.0,3000.0,Automatic,Gas,BMW 320,Cairo,BMW,320
610000,2017.0,278000.0,Automatic,Gas,Hyundai Elantra HD,South Sinai,Hyundai,Elantra HD
250000,2013.0,175000.0,Manual,Gas,Speranza A113,Cairo,Speranza,A113
230000,2005.0,0.0,Manual,Gas,Hyundai Accent,Sharqia,Hyundai,Accent
950000,2020.0,134000.0,Automatic,Gas,Toyota Corolla,Alexandria,Toyota,Corolla
465000,2014.0,185000.0,Automatic,Gas,Chevrolet Optra,Cairo,Chevrolet,Optra
130000,1994.0,0.0,Manual,Electric,Nissan Sunny,Cairo,Nissan,Sunny
845000,2020.0,138000.0,Automatic,Diesel,Citroën C4 Grand Picasso,Cairo,Citroën,C4 Grand Picasso
685000,2022.0,12000.0,Automatic,Gas,Nissan Sunny,Cairo,Nissan,Sunny
600000,2018.0,210000.0,Automatic,Gas,Renault Duster,Giza,Renault,Duster
1450000,2019.0,80000.0,Automatic,Gas,Honda Accord,Giza,Honda,Accord
1500000,2019.0,30000.0,Automatic,Gas,Volkswagen Passat,Giza,Volkswagen,Passat
985000,2026.0,0.0,Automatic,Gas,Fiat 500 X,Unknown,Fiat,500 X
2800000,2024.0,7000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
1200000,2017.0,0.0,Automatic,Gas,Hyundai Tucson GDI,Giza,Hyundai,Tucson GDI
370000,2017.0,48000.0,Manual,Gas,Chevrolet Lanos,Beheira,Chevrolet,Lanos
500000,2011.0,328000.0,Automatic,Gas,Hyundai Elantra HD,Giza,Hyundai,Elantra HD
350000,2013.0,240000.0,Automatic,Diesel,Renault Logan,Giza,Renault,Logan
550000,2014.0,146000.0,Automatic,Gas,Peugeot 308,Monufia,Peugeot,308
440000,2016.0,130000.0,Automatic,Gas,Renault Sandero,Cairo,Renault,Sandero
750000,2021.0,80000.0,Automatic,Gas,MG ZS,Cairo,MG,ZS
2380000,2026.0,0.0,Automatic,Gas,Volkswagen Tiguan,Unknown,Volkswagen,Tiguan
1550000,2021.0,150000.0,Automatic,Gas,Skoda Octavia,Cairo,Skoda,Octavia
850000,2022.0,70000.0,Automatic,Gas,MG 6,Cairo,MG,6
2390000,2025.0,0.0,Automatic,Electric,Smart 3,Unknown,Smart,3
2550000,2018.0,126000.0,Automatic,Gas,Mercedes E 200,Cairo,Mercedes,E 200
600000,2026.0,0.0,Automatic,Gas,Chery Tiggo 8 Pro Max,Unknown,Chery,Tiggo 8 Pro Max
1525000,2026.0,0.0,Automatic,Gas,MG One,Unknown,MG,One
2250000,2024.0,31000.0,Automatic,Gas,Seat Tarraco,Cairo,Seat,Tarraco
660000,2020.0,71000.0,Automatic,Gas,Fiat Tipo,Cairo,Fiat,Tipo
560000,2013.0,265000.0,Automatic,Gas,Kia Rio,Giza,Kia,Rio
720000,2022.0,75000.0,Automatic,Gas,MG One,Cairo,MG,One
1200000,2022.0,74000.0,Automatic,Diesel,Peugeot 508,Giza,Peugeot,508
780000,2009.0,400000.0,Automatic,Gas,Volkswagen Tiguan,Cairo,Volkswagen,Tiguan
800000,2020.0,135000.0,Automatic,Gas,Renault Megane,Beheira,Renault,Megane
685000,2019.0,155000.0,Automatic,Gas,Opel Astra,Cairo,Opel,Astra
535000,2013.0,200000.0,Automatic,Gas,Opel Astra,Cairo,Opel,Astra
1650000,2022.0,40000.0,Automatic,Gas,Kia Sportage,Gharbia,Kia,Sportage
1050000,2018.0,160000.0,Automatic,Natural Gas,Opel Insignia,Alexandria,Opel,Insignia
850000,2019.0,134000.0,Automatic,Gas,Toyota Corolla,Giza,Toyota,Corolla
680000,2010.0,160000.0,Automatic,Gas,Skoda Octavia,Gharbia,Skoda,Octavia
900000,2020.0,85700.0,Automatic,Gas,Seat Arona,Cairo,Seat,Arona
560000,2022.0,25298.0,Automatic,Gas,Changan Eado,Giza,Changan,Eado
710000,2016.0,134000.0,Automatic,Gas,Nissan Juke,Faiyum,Nissan,Juke
470000,2019.0,81000.0,Automatic,Diesel,Chery Arrizo 5,Cairo,Chery,Arrizo 5
330000,2013.0,440000.0,Automatic,Gas,Chevrolet Aveo,Cairo,Chevrolet,Aveo
900000,2020.0,375700.0,Automatic,Diesel,Subaru XV,Cairo,Subaru,XV
650000,2017.0,130000.0,Automatic,Gas,Kia Cerato,Cairo,Kia,Cerato
550000,2022.0,136000.0,Automatic,Gas,Citroën C Elysee,Giza,Citroën,C Elysee
610000,2014.0,170000.0,Automatic,Gas,Kia Carens,Dakahlia,Kia,Carens
750,2015.0,116.0,Automatic,Gas,Ford Kuga,Giza,Ford,Kuga
900000,2008.0,210000.0,Automatic,Gas,Volkswagen Touareg,Cairo,Volkswagen,Touareg
650000,2023.0,29000.0,Automatic,Gas,Nissan Sunny,Cairo,Nissan,Sunny
640000,2024.0,19000.0,Automatic,Diesel,Chery Arrizo 5,Monufia,Chery,Arrizo 5
990000,2020.0,154000.0,Automatic,Gas,Peugeot 508,Giza,Peugeot,508
315000,2006.0,275.0,Manual,Natural Gas,Kia Cerato,Cairo,Kia,Cerato
840000,2022.0,69000.0,Automatic,Gas,Nissan Juke,Giza,Nissan,Juke
400000,2011.0,205000.0,Manual,Diesel,Chevrolet Cruze,Port Said,Chevrolet,Cruze
360000,2006.0,188000.0,Automatic,Gas,Citroën C4,Giza,Citroën,C4
2280000,2026.0,0.0,Automatic,Gas,Kia Sportage,Unknown,Kia,Sportage
2140000,2025.0,0.0,Automatic,Electric,Smart 1,Unknown,Smart,1
989000,2026.0,0.0,Automatic,Gas,Soueast S 05,Unknown,Soueast,S 05
1399000,2026.0,0.0,Automatic,Gas,Soueast S 07,Unknown,Soueast,S 07
1259000,2025.0,0.0,Automatic,Gas,Soueast S 07,Unknown,Soueast,S 07
480000,2022.0,137000.0,Automatic,Gas,Changan Eado,Cairo,Changan,Eado
2500000,2018.0,183000.0,Automatic,Gas,Mercedes E 300,Giza,Mercedes,E 300
280000,2006.0,0.0,Manual,Hybrid,Peugeot 307,Giza,Peugeot,307
550000,2019.0,89500.0,Automatic,Gas,Chevrolet Optra,Cairo,Chevrolet,Optra
635000,2021.0,63500.0,Automatic,Gas,MG 5,Alexandria,MG,5
1125000,2026.0,0.0,Automatic,Electric,Arcfox Other,Unknown,Arcfox,Other
1050000,2022.0,85000.0,Automatic,Gas,Kia Xceed,Giza,Kia,Xceed
1225000,2013.0,130000.0,Automatic,Gas,Jeep Wrangler,Cairo,Jeep,Wrangler
2650000,2023.0,18000.0,Automatic,Gas,Mercedes GLA 200,Alexandria,Mercedes,GLA 200
1350000,2014.0,90000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
935000,2020.0,138000.0,Automatic,Gas,Seat Leon,Cairo,Seat,Leon
1070000,2019.0,132000.0,Automatic,Gas,Honda Civic,Cairo,Honda,Civic
1630000,2018.0,136000.0,Automatic,Gas,BMW 320,Cairo,BMW,320
520000,2017.0,0.0,Automatic,Gas,Renault Fluence,Unknown,Renault,Fluence
850000,2023.0,96000.0,Automatic,Gas,MG ZS,Giza,MG,ZS
365000,2012.0,72300.0,Manual,Gas,Chevrolet Lanos,Alexandria,Chevrolet,Lanos
800000,2015.0,160000.0,Automatic,Gas,Ford Fusion,Alexandria,Ford,Fusion
320000,2015.0,70000.0,Manual,Diesel,Suzuki Van,Giza,Suzuki,Van
60000,1981.0,0.0,Manual,Gas,Fiat 128,Cairo,Fiat,128
2650000,2022.0,65000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
1150000,2023.0,50000.0,Automatic,Gas,Hyundai Elantra,Faiyum,Hyundai,Elantra
840000,2018.0,90000.0,Automatic,Gas,Renault Kadjar,Giza,Renault,Kadjar
273000,2012.0,178000.0,Manual,Gas,Fiat Punto,Suez,Fiat,Punto
350000,2011.0,104000.0,Automatic,Gas,Hyundai I10,Cairo,Hyundai,I10
650000,2015.0,97000.0,Automatic,Gas,Nissan Juke,Cairo,Nissan,Juke
850000,2010.0,145000.0,Automatic,Gas,Jeep Cherokee,Giza,Jeep,Cherokee
1300000,2018.0,170000.0,Automatic,Gas,BMW 320,Cairo,BMW,320
1455000,2026.0,0.0,Automatic,Gas,Baic X7,Unknown,Baic,X7
749999,2019.0,58000.0,Automatic,Gas,Hyundai Elantra,Cairo,Hyundai,Elantra
755000,2026.0,0.0,Automatic,Gas,Chery Arrizo 5,Unknown,Chery,Arrizo 5
755000,2026.0,0.0,Automatic,Gas,Chevrolet Optra,Unknown,Chevrolet,Optra
690000,2025.0,0.0,Automatic,Gas,Byd F3,Unknown,BYD,F3
2950000,2024.0,8000.0,Automatic,Gas,Mercedes C 200,Cairo,Mercedes,C 200
100000,2002.0,200000.0,Manual,Gas,Fiat Shahin,Giza,Fiat,Shahin
850000,2022.0,65000.0,Automatic,Gas,BMW X1,Cairo,BMW,X1
240000,2011.0,120.0,Manual,Gas,Speranza A113,Minya,Speranza,A113
285000,2011.0,300000.0,Manual,Gas,Chevrolet Aveo,Giza,Chevrolet,Aveo
180000,2008.0,2.0,Manual,Gas,Speranza A113,Gharbia,Speranza,A113
480000,2005.0,172000.0,Automatic,Gas,BMW 318,Cairo,BMW,318
520000,2016.0,250000.0,Automatic,Gas,Renault Fluence,Red Sea,Renault,Fluence
375000,2008.0,1.0,Manual,Diesel,Chevrolet T-Series,Sharqia,Chevrolet,T-Series
300000,2005.0,335000.0,Automatic,Gas,Citroën C4,Giza,Citroën,C4
650000,2011.0,300000.0,Automatic,Gas,Chevrolet Pickup,Aswan,Chevrolet,Pickup
675000,2019.0,89000.0,Automatic,Gas,Nissan Sentra,Giza,Nissan,Sentra
340000,2017.0,10000.0,Automatic,Gas,Chevrolet Optra,Dakahlia,Chevrolet,Optra
780000,2020.0,99000.0,Automatic,Gas,Renault Megane,Giza,Renault,Megane
1000000,2020.0,200000.0,Automatic,Gas,Toyota Rush,Giza,Toyota,Rush
540000,2020.0,103000.0,Automatic,Gas,Renault Logan,Cairo,Renault,Logan
1575000,2021.0,91000.0,Automatic,Gas,BMW 218,Giza,BMW,218
1000000,2021.0,60000.0,Automatic,Gas,MG HS,Cairo,MG,HS
2180000,2026.0,0.0,Automatic,Gas,Kia Sportage,Unknown,Kia,Sportage
1250000,2015.0,150000.0,Automatic,Gas,BMW IX3,Cairo,BMW,IX3
1670000,2026.0,0.0,Automatic,Hybrid,Haval H7,Unknown,Haval,H7
875000,2026.0,0.0,Automatic,Gas,Chery Tiggo 4 Pro,Unknown,Chery,Tiggo 4 Pro
1000000,2026.0,0.0,Automatic,Gas,Chery Tiggo 7,Unknown,Chery,Tiggo 7
525000,2015.0,112000.0,Automatic,Gas,Kia Picanto,Cairo,Kia,Picanto
1990000,2021.0,53000.0,Automatic,Gas,Mercedes A 180,Cairo,Mercedes,A 180
790000,2020.0,141000.0,Automatic,Gas,MG 6,Cairo,MG,6
1020000,2013.0,95000.0,Automatic,Gas,BMW 316,Cairo,BMW,316
635000,2026.0,0.0,Automatic,Gas,KYC X3,Unknown,KYC,X3
725000,2015.0,105000.0,Automatic,Gas,Mazda 3,Cairo,Mazda,3
2950000,2024.0,12000.0,Automatic,Gas,Mercedes C 200,Cairo,Mercedes,C 200
900000,2021.0,22222.0,Manual,Diesel,Toyota Land Cruiser,Cairo,Toyota,Land Cruiser
550000,2022.0,32800.0,Automatic,Gas,Byd F3,Giza,BYD,F3
995000,2021.0,70000.0,Automatic,Gas,Hyundai Elantra,Cairo,Hyundai,Elantra
2400000,2024.0,3000.0,Automatic,Gas,Skoda Superb,Gharbia,Skoda,Superb
1240000,2020.0,120000.0,Automatic,Gas,Kia Sportage,Cairo,Kia,Sportage
650000,2020.0,116000.0,Automatic,Gas,Hyundai Elantra,Giza,Hyundai,Elantra
870000,2021.0,100000.0,Automatic,Gas,Toyota Corolla,Giza,Toyota,Corolla
830000,2020.0,110000.0,Automatic,Gas,Nissan Qashqai,Cairo,Nissan,Qashqai
750000,2019.0,133000.0,Automatic,Gas,Mazda 3,Cairo,Mazda,3
2700000,2022.0,35000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
575000,2020.0,110000.0,Automatic,Gas,Peugeot 301,Cairo,Peugeot,301
1750000,2021.0,80000.0,Automatic,Gas,Mercedes A 180,Cairo,Mercedes,A 180
1015000,2022.0,60000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
2450000,2020.0,90000.0,Automatic,Gas,Mitsubishi Pajero,Cairo,Mitsubishi,Pajero
550000,2020.0,50000.0,Automatic,Gas,Chevrolet Aveo,Cairo,Chevrolet,Aveo
190000,1999.0,400000.0,Manual,Gas,Seat Ibiza,Cairo,Seat,Ibiza
325,2003.0,290.0,Automatic,Gas,Mitsubishi Lancer Puma,Port Said,Mitsubishi,Lancer Puma
1350000,2021.0,140000.0,Automatic,Gas,Volkswagen Passat,Alexandria,Volkswagen,Passat
703000,2017.0,130000.0,Automatic,Gas,Kia Cerato,Cairo,Kia,Cerato
480000,2021.0,140000.0,Automatic,Gas,Chevrolet Optra,Giza,Chevrolet,Optra
950000,2020.0,127000.0,Automatic,Gas,Citroën C4 Grand Picasso,Giza,Citroën,C4 Grand Picasso
520000,2020.0,199000.0,Automatic,Gas,Nissan Sunny,Giza,Nissan,Sunny
650000,2021.0,60000.0,Automatic,Gas,Peugeot 301,Cairo,Peugeot,301
180000,2008.0,90000.0,Manual,Gas,Geely Ck,Alexandria,Geely,Ck
675000,2022.0,18000.0,Automatic,Gas,Suzuki Swift,Cairo,Suzuki,Swift
775000,2022.0,50000.0,Automatic,Gas,Fiat Tipo,Cairo,Fiat,Tipo
410000,2007.0,242000.0,Manual,Gas,Mitsubishi Lancer Puma,South Sinai,Mitsubishi,Lancer Puma
250000,1999.0,250000.0,Manual,Gas,Kia Shuma,Cairo,Kia,Shuma
270000,2007.0,220000.0,Manual,Gas,Citroën Berlingo,Cairo,Citroën,Berlingo
270000,2008.0,105000.0,Manual,Gas,Hyundai Verna,Cairo,Hyundai,Verna
620000,2009.0,220000.0,Automatic,Gas,Volkswagen Passat,Giza,Volkswagen,Passat
860000,2016.0,175000.0,Automatic,Gas,Opel Insignia,Cairo,Opel,Insignia
1850000,2019.0,154000.0,Automatic,Gas,BMW 520,Giza,BMW,520
250000,2003.0,500000.0,Automatic,Gas,Hyundai Santamo,Cairo,Hyundai,Santamo
1350000,2026.0,0.0,Automatic,Gas,Chery Arrizo 8,Unknown,Chery,Arrizo 8
2750000,2020.0,40000.0,Automatic,Gas,Mercedes C 300,Giza,Mercedes,C 300
540000,2015.0,122000.0,Automatic,Gas,Hyundai Grand i10,Asyut,Hyundai,Grand i10
1190000,2024.0,17000.0,Automatic,Gas,GAC Emkoo,Cairo,GAC,Emkoo
1140000,2013.0,218000.0,Automatic,Gas,Mercedes C 180,Asyut,Mercedes,C 180
690000,2026.0,31000.0,Automatic,Gas,Nissan Sunny,Giza,Nissan,Sunny
370000,2005.0,250000.0,Automatic,Gas,Renault Megane,Giza,Renault,Megane
990000,2023.0,6000.0,Automatic,Gas,Chevrolet Captiva,Cairo,Chevrolet,Captiva
1120000,2016.0,155000.0,Automatic,Gas,Kia Sportage,Dakahlia,Kia,Sportage
320000,2006.0,455000.0,Manual,Gas,Mitsubishi Lancer Puma,Giza,Mitsubishi,Lancer Puma
240000,2008.0,108000.0,Manual,Gas,Chevrolet Spark,Cairo,Chevrolet,Spark
550000,2022.0,44000.0,Automatic,Gas,Renault Logan,Cairo,Renault,Logan
420000,2012.0,100000.0,Manual,Gas,Kia Picanto,Ismailia,Kia,Picanto
650000,2011.0,300000.0,Automatic,Gas,Kia Carens,Cairo,Kia,Carens
320000,2014.0,250000.0,Automatic,Gas,Citroën C3 Picasso,Ismailia,Citroën,C3 Picasso
850000,2016.0,98500.0,Automatic,Gas,Toyota Auris,Cairo,Toyota,Auris
900000,2018.0,198000.0,Automatic,Gas,Volvo S60,Cairo,Volvo,S60
470000,2011.0,152700.0,Automatic,Gas,Hyundai Accent RB,Faiyum,Hyundai,Accent RB
480000,2010.0,250000.0,Automatic,Gas,Hyundai Matrix,Dakahlia,Hyundai,Matrix
600000,2020.0,84000.0,Automatic,Gas,Chery Tiggo 3,Cairo,Chery,Tiggo 3
450000,2017.0,114000.0,Automatic,Gas,Hyundai Verna,Cairo,Hyundai,Verna
1480000,2024.0,45000.0,Automatic,Gas,Skoda Octavia A8,Cairo,Skoda,Octavia A8
800000,2021.0,90000.0,Automatic,Gas,Ford Focus,Cairo,Ford,Focus
696000,2016.0,193000.0,Automatic,Gas,Ford Kuga,Cairo,Ford,Kuga
1680000,2023.0,110000.0,Automatic,Gas,Ds DS7,Damietta,Ds DS,7
1500000,2019.0,62000.0,Automatic,Gas,BMW X2,Qalyubia,BMW,X2
78000,1985.0,0.0,Manual,Gas,Fiat 128,Sharqia,Fiat,128
585000,2015.0,122000.0,Automatic,Gas,Mitsubishi Lancer EX Shark,Dakahlia,Mitsubishi,Lancer EX Shark
849000,2022.0,79000.0,Automatic,Plug-in Hybrid,Renault Megane,Unknown,Renault,Megane
285000,2007.0,300000.0,Automatic,Gas,Mitsubishi Lancer,Cairo,Mitsubishi,Lancer
795000,2022.0,79000.0,Automatic,Gas,Nissan Juke,Cairo,Nissan,Juke
390000,2016.0,200000.0,Automatic,Gas,Renault Logan,Cairo,Renault,Logan
2750000,2022.0,10000.0,Automatic,Gas,Mercedes C 200,Cairo,Mercedes,C 200
2200000,2016.0,185000.0,Automatic,Gas,Mercedes E 200,Cairo,Mercedes,E 200
780000,2014.0,375000.0,Automatic,Gas,Toyota Corolla,Cairo,Toyota,Corolla
1250000,2025.0,17000.0,Automatic,Gas,MG HS,Cairo,MG,HS
850000,2020.0,106000.0,Automatic,Natural Gas,Chevrolet Captiva,Giza,Chevrolet,Captiva
380000,2015.0,296000.0,Automatic,Gas,Jac JS3,Cairo,Jac,JS3
2050000,2024.0,19500.0,Automatic,Hybrid,Kia Sportage,Cairo,Kia,Sportage
2600000,2022.0,0.0,Automatic,Gas,Mercedes C 180,Unknown,Mercedes,C 180
670000,2017.0,114000.0,Automatic,Gas,Opel Astra,Alexandria,Opel,Astra
777000,2017.0,70000.0,Automatic,Gas,Mitsubishi Lancer EX Shark,Sharqia,Mitsubishi,Lancer EX Shark
485000,2015.0,124000.0,Automatic,Gas,Chevrolet Cruze,Alexandria,Chevrolet,Cruze
130000,1986.0,400000.0,Manual,Gas,Toyota Corolla,Giza,Toyota,Corolla
250000,2011.0,287000.0,Manual,Gas,Chevrolet Lanos,Cairo,Chevrolet,Lanos
625000,2015.0,80000.0,Automatic,Gas,Kia Rio,Alexandria,Kia,Rio
630000,2010.0,220000.0,Automatic,Gas,Volkswagen Jetta,Cairo,Volkswagen,Jetta
650000,2020.0,220000.0,Automatic,Gas,Fiat Tipo,Cairo,Fiat,Tipo
1250000,2022.0,40000.0,Automatic,Gas,Renault Sandero Step Way,Cairo,Renault,Sandero Step Way
265000,2004.0,260000.0,Manual,Gas,Daewoo Nubira 2,Luxor,Daewoo Nubira,2
1450000,2017.0,118000.0,Automatic,Gas,BMW 320,Sharqia,BMW,320
385000,2011.0,90000.0,Automatic,Gas,Chevrolet Cruze,Alexandria,Chevrolet,Cruze
2800000,2023.0,79000.0,Automatic,Gas,Mercedes C 180,Cairo,Mercedes,C 180
1100000,2008.0,140000.0,Automatic,Gas,Mercedes E 280,Damietta,Mercedes,E 280
2100000,2024.0,10000.0,Automatic,Gas,Volkswagen Tiguan,Damietta,Volkswagen,Tiguan
1950000,2022.0,50000.0,Automatic,Gas,Skoda Kodiaq,Cairo,Skoda,Kodiaq
2000000,2019.0,37000.0,Automatic,Gas,Audi A4,Cairo,Audi,A4
570000,2022.0,100000.0,Automatic,Gas,Suzuki Swift,Cairo,Suzuki,Swift
